,text,intent
998,show me all flights with fares from pittsburgh to san francisco,Flight.
999,what are the flights from milwaukee to tampa,Flight.
1000,list the flights from salt lake city to st. petersburg,Flight.
1001,what are the least expensive flights from denver to atlanta,Flight.
1002,list united flights from denver to san francisco on tuesdays or wednesdays,Flight.
1003,show me the flights on delta or twa which go through atlanta,Flight.
1004,is there a flight leaving san francisco to denver,Flight.
1005,show flights leaving boston on wednesday morning and arriving in denver,Flight.
1006,what airlines fly from boston to atlanta,Airline.
1007,cheapest fare from indianapolis to seattle,Airfare.
1008,show me all daily flights out of boston that have coach class,Flight.
1009,i need an early flight from denver to san francisco please and i would like breakfast served on that,Flight.
1010,dallas to baltimore,Flight.
1011,may i have a listing of flights on monday from minneapolis to long beach california please,Flight.
1012,630 am flight on august twenty seventh from atlanta to dallas,Flight.
1013,i need a flight from philadelphia to san francisco next wednesday,Flight.
1014,now show me the flights from denver to philadelphia on a saturday,Flight.
1015,what is the total seating capacity of all aircraft of american airlines,Capacity.
1016,show me all flights from denver to burbank,Flight.
1017,show me all flights from san francisco that go to boston baltimore or philadelphia,Flight.
1018,please list all the flights from boston to san francisco leaving before 10 am,Flight.
1019,shortest flights from nashville to st. petersburg,Flight.
1020,what delta flights from cincinnati to new york city arrive at new york city before 6 pm on saturday,Flight.
1021,all fares and flights from philadelphia,Airfare.
1022,are there any flights from denver to atlanta which connect in pittsburgh,Flight.
1023,show me the flights from newark new jersey to ontario international next saturday,Flight.
1024,show all nonstop flights from boston to atlanta,Flight.
1025,give me the flights from new york to las vegas and memphis to las vegas on sunday,Flight.
1026,what does ea mean,Abbreviation.
1027,show me the southwest airlines flights from san diego to san francisco,Flight.
1028,what is the first class fare for a round trip dallas to denver,Airfare.
1029,show me times for coach flights between boston and baltimore on wednesday,Flight Time.
1030,what flights leaving pittsburgh arrive in denver and leave after say 6 o'clock at night,Flight.
1031,show me the flights from denver to westchester county,Flight.
1032,show me the earliest flight on wednesday from baltimore to newark,Flight.
1033,find me the earliest flight from boston to atlanta and the latest return to boston on the same day,Flight.
1034,what is airline dl,Airline.
1035,show me all flights from san francisco to atlanta,Flight.
1036,i 'd like to book the cheapest one way flight from denver to pittsburgh on july fifteenth,Flight.
1037,what are the flights available in the morning between denver and san francisco,Flight.
1038,does delta airlines fly from boston to washington dc,Flight.
1039,do you fly a 747 from baltimore to san francisco,Flight.
1040,flights from baltimore to dallas,Flight.
1041,what do you have tomorrow morning from pittsburgh to atlanta,Flight.
1042,i would like some information on the earliest flights you have leaving atlanta arriving in denver,Flight.
1043,what flights are there from cleveland to miami on us air that arrive in miami before 4 pm,Flight.
1044,i need information on flights leaving philadelphia on friday arriving in oakland california,Flight.
1045,what flights are available from denver to san francisco,Flight.
1046,i would like a flight from atlanta to dallas on friday that arrives in dallas by 6 pm,Flight.
1047,please list the flights for me that leave dallas on tuesday morning and arrive in atlanta,Flight.
1048,all flights from baltimore to atlanta between 1 o'clock and 3 o'clock in the afternoon,Flight.
1049,round trip fares from baltimore to philadelphia under 1000 dollars,Airfare.
1050,show me the flights from philadelphia to dallas that stop in atlanta,Flight.
1051,i need to fly from baltimore to dallas on tuesday evening,Flight.
1052,flights from newark to cleveland daily 5 o'clock pm,Flight.
1053,give me a flight between boston and denver,Flight.
1054,show me all flights from san francisco to boston philadelphia or baltimore,Flight.
1055,show flights between boston and denver,Flight.
1056,what is the latest flight on wednesday going from atlanta to washington dc,Flight.
1057,what is the cheapest ticket from baltimore to san francisco on friday august thirtieth,Airfare.
1058,i 'd like a ticket from denver to atlanta with a stopover in pittsburgh is this possible,Airfare.
1059,i would like a flight on american airlines from baltimore to san francisco with a stop in denver,Flight.
1060,what is the fare going one way on november seventh from denver to oakland,Airfare.
1061,is there a flight on united airlines from boston to denver,Flight.
1062,show me the evening flights from philadelphia to atlanta,Flight.
1063,show me ground transportation in philadelphia on monday morning,Ground Service.
1064,tell me about flights from toronto to salt lake city,Flight.
1065,i would like an american flight from toronto to san diego with a stopover in denver please,Flight.
1066,what 's the cheapest one way flight from oakland to boston,Flight.
1067,i want to fly from baltimore to dallas round trip,Flight.
1068,show me the one way flights from atlanta to pittsburgh,Flight.
1069,flights on sunday from tampa to charlotte,Flight.
1070,find travel arrangements for a round trip flight from dallas to pittsburgh,Flight.
1071,what is the least expensive one way fare from boston to pittsburgh,Airfare.
1072,what is the latest flight in the day to arrive in boston from baltimore,Flight.
1073,what is the cheapest flight from denver to pittsburgh,Flight.
1074,show me the flights from denver to pittsburgh and atlanta,Flight.
1075,does twa have a flight from indianapolis to houston arriving at 11 am,Flight.
1076,i need to know what flights leave atlanta on sunday evening and arrive in baltimore,Flight.
1077,i 'd like to find a us air flight from orlando to cleveland that arrives around 10 o'clock in the evening,Flight.
1078,please list the twa flights from las vegas to new york and fare,Flight.
1079,all flights from dallas to san francisco,Flight.
1080,what 's the cheapest fare from san francisco to baltimore,Airfare.
1081,show me boston to oakland flights,Flight.
1082,i need to fly leaving philadelphia to atlanta,Flight.
1083,i would like to find a flight from charlotte north carolina to las vegas i would like a stopover in st. louis,Flight.
1084,please show me any united flights including connections between boston and san francisco at 5 in the evening,Flight.
1085,flights from cincinnati to o 'hare departing after 718 am american,Flight.
1086,interested in a flight from washington to fort worth,Flight.
1087,list nonstop flights from burbank to denver arriving by 6 pm,Flight.
1088,show me the schedule for airlines leaving pittsburgh going to san francisco for next monday,Flight Time.
1089,give me morning flights from charlotte to baltimore,Flight.
1090,list all united flights from philadelphia to san francisco,Flight.
1091,i want to fly from milwaukee to orlando,Flight.
1092,is there a flight from boston to atlanta which leaves boston in the afternoon and arrives close to 5 pm,Flight.
1093,show me one way flights from milwaukee to orlando leaving on wednesday morning,Flight.
1094,show me all the flights from burbank,Flight.
1095,show me the aircraft that canadian airlines uses,Aircraft.
1096,yes i live in washington and i want to make a trip to san francisco which airlines may i use for this trip,Flight.
1097,please list flights from atlanta to philly,Flight.
1098,flights from la guardia or jfk to cleveland,Flight.
1099,show me the american airline flights leaving phoenix on wednesday and arriving in milwaukee,Flight.
1100,show all flights on lufthansa airlines out of boston,Flight.
1101,can you tell me the cheapest flight between boston and san francisco,Flight.
1102,i would like to see the flights from baltimore to philadelphia please,Flight.
1103,give me flights from atlanta to baltimore,Flight.
1104,i want a flight departing from newark to los angeles that leaves in the morning,Flight.
1105,list the flights from baltimore to seattle that stop in minneapolis,Flight.
1106,i need a flight from pittsburgh to new york departing after 5 pm,Flight.
1107,show me all flights from phoenix to milwaukee on american airlines on wednesday,Flight.
1108,which are the least expensive flights between dallas and baltimore on july nineteenth,Flight.
1109,show me all flights from san francisco to denver,Flight.
1110,which airlines fly between baltimore and san francisco,Airline.
1111,what airlines fly from boston to denver,Airline.
1112,round trip flights between houston and las vegas,Flight.
1113,what american airlines flights depart milwaukee for phoenix on saturday or sunday,Flight.
1114,i 'm looking for a flight that goes from ontario to westchester and stops in chicago,Flight.
1115,what is the cheapest one way ticket from denver to pittsburgh,Airfare.
1116,what kind of airline is flight ua 281 from boston to denver,Airline.
1117,which airlines fly between boston and philadelphia,Airline.
1118,list nonstop flights from baltimore washington airport to oakland that depart in the afternoon,Flight.
1119,please list fares for all the flights from atlanta to philadelphia on august the first,Airfare.
1120,show me the flights that go from san diego to newark new jersey by way of houston,Flight.
1121,what flights are there from dallas to pittsburgh on monday morning,Flight.
1122,what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco stopping in dallas,Aircraft.
1123,what is the cost of round trip ticket first class between oakland and atlanta,Airfare.
1124,i need flight information on saturday for a flight from philadelphia to dallas,Flight.
1125,what night flight do you have from san francisco to denver on united on the evening of august twenty seventh,Flight.
1126,what are the flights from philadelphia to dallas on october first 1991,Flight.
1127,list all tuesday night flights from boston to denver,Flight.
1128,what flights available between pittsburgh and baltimore on august eleventh,Flight.
1129,i want a flight from denver to pittsburgh then from pittsburgh to atlanta then from atlanta back to pittsburgh back to denver,Flight.
1130,give me a flight from newark to tampa on friday,Flight.
1131,what are the flights from pittsburgh to baltimore,Flight.
1132,list the american airlines flights from dallas to san francisco,Flight.
1133,what afternoon flights are available from pittsburgh to atlanta on a weekday,Flight.
1134,what does the abbreviation ua mean,Abbreviation.
1135,i 'd like a flight on united airlines from dallas to san francisco that leaves after 815 am,Flight.
1136,what is the fare on american airlines flight 928 from dallas fort worth to boston,Airfare.
1137,flights from indianapolis to seattle washington,Flight.
1138,which airline is the cheapest to fly from dallas to baltimore on december twenty fourth,Airline.
1139,how much is a round trip first class fare between boston and washington,Airfare.
1140,i 'd like to find a flight from tampa to montreal that makes a stop in new york,Flight.
1141,show the flights that leave philadelphia that go to atlanta that leave early on thursday morning,Flight.
1142,show me the airlines for flights to or from love field,Airline.
1143,how many flights does each airline have with first class service,Quantity.
1144,show me next wednesday 's flights between phoenix and milwaukee,Flight.
1145,show me flights from philadelphia to baltimore,Flight.
1146,round trip air fares from pittsburgh to philadelphia less than 1000 dollars,Airfare.
1147,show me the flights from boston to san francisco leaving after 4 pm on friday,Flight.
1148,what does code y stand for,Abbreviation.
1149,what is the cheapest round trip flight from denver to atlanta,Flight.
1150,can you show me flights that are economy class from baltimore to dallas,Flight.
1151,ground transportation denver,Ground Service.
1152,what is the earliest flight from boston to san francisco that serves a meal,Flight.
1153,what ground transportation is available at denver airport,Ground Service.
1154,okay i 'm sorry could you tell me what flights leave atlanta and arrive in philadelphia around 5 o'clock,Flight.
1155,and how much does it cost to travel from boston airport to downtown,Airfare.
1156,earliest flight from atlanta to philadelphia,Flight.
1157,what flights from indianapolis to memphis,Flight.
1158,when is the first flight in the morning from boston to denver,Flight.
1159,show me the nonstop flights from nashville to st. louis,Flight.
1160,show flights from atlanta to baltimore,Flight.
1161,where is general mitchell international located,City.
1162,what is bur,Abbreviation.
1163,are there any nonstop flights from san francisco to boston on thursdays,Flight.
1164,thank you for that information now i would like information on a flight on april sixteen from atlanta to philadelphia early in the morning,Flight.
1165,i 'd like flights going from boston to atlanta leaving on august sixth in the afternoon,Flight.
1166,i need to fly from denver to san francisco tuesday,Flight.
1167,what does ff mean,Abbreviation.
1168,i want to fly from milwaukee to orlando on either wednesday evening or thursday morning,Flight.
1169,all flights from pittsburgh to philadelphia that arrive at 6 o'clock next tuesday,Flight.
1170,list all flights departing from general mitchell,Flight.
1171,show me the one way fares from san diego to miami nonstop,Airfare.
1172,show me the flights from atlanta to boston,Flight.
1173,what are the delta flights from dallas to boston,Flight.
1174,show me all flights from boston to dfw,Flight.
1175,what is the departure time of the latest flight of united airlines from denver to boston,Flight Time.
1176,show me the airlines that fly between toronto and denver,Airline.
1177,on thursday i 'd like a flight from st. petersburg to miami,Flight.
1178,please find me a flight between boston and philadelphia that arrives in philadelphia close to 5 pm,Flight.
1179,what northwest airline flights leave denver before noon,Flight.
1180,from denver to baltimore,Flight.
1181,i 'm trying to find a flight from columbus to phoenix through cincinnati,Flight.
1182,flight information between washington and denver on september third,Flight.
1183,what flights go from boston to denver before 10 am,Flight.
1184,flights from charlotte to baltimore,Flight.
1185,what is restriction ap57,Restriction.
1186,please list all flights from dallas to philadelphia on monday,Flight.
1187,list all united flights from boston to san francisco,Flight.
1188,are there any flights from boston to san francisco with a stopover in dallas,Flight.
1189,i need a flight from san francisco to pittsburgh from pittsburgh to new york and then new york to san francisco,Flight.
1190,what flights from atlanta to st. louis on tuesday arriving around 230 pm,Flight.
1191,show me the flights to love field from all other airports,Flight.
1192,show me all flights from montreal,Flight.
1193,is there a flight departing from san francisco and arriving in oakland on november seventh in the evening,Flight.
1194,show me the flights from denver to westchester county,Flight.
1195,can you tell me the latest evening flight from atlanta to denver on july seventh,Flight.
1196,show me all flights from denver or philadelphia or pittsburgh to baltimore,Flight.
1197,flights from las vegas to montreal,Flight.
1198,does midwest express serve cleveland,Flight.
1199,what kind of aircraft does delta fly before 8 am on august second from boston to denver,Aircraft.
1200,list all flights arriving and departing at general mitchell international,Flight.
1201,what is the cheapest one way fare from atlanta to boston,Airfare.
1202,okay i 'm looking for a flight from tampa to st. louis leaving before 10 am any day,Flight.
1203,what are all flights from boston to denver,Flight.
1204,can you give me information on transportation from the airport in philadelphia to downtown philadelphia,Ground Service.
1205,give me a flight from memphis to las vegas and new york city to las vegas on sunday that arrive at the same time,Flight.
1206,what kind of airplane goes from philadelphia to san francisco monday stopping in dallas in the afternoon first class flight,Aircraft.
1207,list all flights on continental departing on monday before noon from denver to chicago,Flight.
1208,i would like to know the first class fare on a flight from baltimore to denver,Airfare.
1209,flights from newark to cleveland 5 o'clock pm daily,Flight.
1210,what is the cheapest fare between boston and san francisco,Airfare.
1211,on tuesday i 'd like to fly from detroit to st. petersburg,Flight.
1212,find a flight from san francisco to boston on wednesday,Flight.
1213,what is the cheapest flight from dallas to baltimore,Flight.
1214,what flights are there from newark to seattle on saturday,Flight.
1215,please list all the takeoffs and landings for general mitchell international,Flight.
1216,please list the morning flights from kansas city to atlanta,Flight.
1217,i want to leave boston at 838 and arrive in denver at 1110 in the morning,Flight.
1218,i would like one flight from kansas city to st. paul arriving around dinnertime 6 pm,Flight.
1219,list nonstop flights from baltimore to newark on wednesday before noon,Flight.
1220,i 'm looking for a flight traveling from boston to denver one way and the cheapest way possible,Flight.
1221,what ground transportation is available at the boston airport,Ground Service.
1222,what type of aircraft is used on american airline flight 315,Aircraft.
1223,explain restriction ap please,Abbreviation.
1224,i would like a us air flight from toronto to san diego with a stopover in denver please,Flight.
1225,what is the lowest fare from denver to atlanta,Airfare.
1226,what flights are there from new york city to las vegas,Flight.
1227,how long does it take to get from kansas city to st. paul,Distance.
1228,i would like a flight from kansas city to st. paul departing at 4 pm,Flight.
1229,what is the round trip fare on continental 1291 from dallas to san francisco and return,Airfare.
1230,i want to go and take a plane in atlanta and fly to boston,Aircraft.
1231,i 'd like a flight leaving atlanta august seventh and arriving in denver colorado august seventh leaving in the afternoon,Flight.
1232,show first flight from philadelphia to dallas,Flight.
1233,list the flights from philadelphia to dallas on american airlines,Flight.
1234,find a nonstop flight between boston and washington arriving in washington around 5 pm,Flight.
1235,give me the continental flights from chicago to seattle on saturday morning,Flight.
1236,what ground transportation is available in dallas tomorrow,Ground Service.
1237,show me all flights from pittsburgh to boston both direct and connecting that depart pittsburgh after 7 pm,Flight.
1238,show me the flights from pittsburgh to baltimore,Flight.
1239,show me all the flights from montreal to detroit,Flight.
1240,show me all flights from san francisco to la guardia nonstop,Flight.
1241,show me flights from philadelphia to baltimore,Flight.
1242,show me all the delta flights leaving pittsburgh between 12 and 4 in the afternoon,Flight.
1243,could you please show me all flights from charlotte to milwaukee,Flight.
1244,i 'd like to find the earliest flight possible from san francisco to atlanta,Flight.
1245,what flights are available on wednesday from atlanta to washington dc,Flight.
1246,i would like information information on flights from san francisco to denver on thursday morning,Flight.
1247,please list the flights from st. paul to kansas city on friday night that serve meals,Flight.
1248,flights from chicago to denver on continental on saturday morning,Flight.
1249,i need a return flight from chicago to kansas city leaving chicago around 7 in the evening on the day following next wednesday,Flight.
1250,i would like the fare on the us air 1039 from denver to pittsburgh on april twenty,Airfare.
1251,what is the cheapest way to travel round trip from milwaukee to san francisco,Flight.
1252,what 're the lowest one way fares from denver to atlanta,Airfare.
1253,what flights are there from pittsburgh to san francisco on friday,Flight.
1254,flights from la guardia to jfk,Flight.
1255,please show me the return flight number from toronto to st. petersburg,Flight No.
1256,find me the earliest boston departure for atlanta and the lastest return trip from atlanta so that i can be in atlanta the longest amount of time but return to boston the same day,Flight.
1257,an american airlines flight first class from philadelphia to dallas,Flight.
1258,list the flights from houston to st. paul,Flight.
1259,i would like to see the economy fares for denver to philadelphia,Airfare.
1260,what are the flights from kansas city to burbank on saturday may twenty two on america west,Flight.
1261,flights from st. paul to houston,Flight.
1262,show me the aircraft that canadian airlines uses,Aircraft.
1263,which airlines have flights from san francisco to washington by way of indianapolis,Airline.
1264,are there any flights from boston to san francisco which stop in washington dc,Flight.
1265,all flights from boston to washington dc on november eleventh before 10 am,Flight.
1266,denver to philadelphia monday,Flight.
1267,nonstop flights denver to kansas city,Flight.
1268,i would like direct coach flights from pittsburgh to atlanta,Flight.
1269,what flights are there arriving in chicago on continental after 11 pm,Flight.
1270,can you list all nonstop flights departing from st. petersburg and arriving in charlotte,Flight.
1271,what is the type of aircraft for united flight 21,Aircraft.
1272,can you tell me about flights from san jose to nashville on saturday afternoon,Flight.
1273,please give me flights available from denver to philadelphia,Flight.
1274,round trip air fares from baltimore to philadelphia less than 1000 dollars,Airfare.
1275,dallas to oakland saturday,Flight.
1276,what aircraft is used on delta flight 1222 from kansas city to salt lake city,Aircraft.
1277,i need to go from philadelphia to dallas,Flight.
1278,how many flights does american airlines have from boston to atlanta,Quantity.
1279,only show continental flights,Flight.
1280,what is restriction ap 80,Abbreviation.
1281,oakland to denver,Flight.
1282,show me flights between new york city and las vegas on sunday,Flight.
1283,can you tell me the flights on october fifteenth 1991 from boston to oakland,Flight.
1284,what flights from chicago to denver in the morning,Flight.
1285,what are the flights from washington dc to denver,Flight.
1286,i would like an evening flight from pittsburgh to los angeles on june third,Flight.
1287,from las vegas to phoenix departing in the morning,Flight.
1288,flights from milwaukee to phoenix on saturday or sunday american airlines,Flight.
1289,flights from boston to pittsburgh,Flight.
1290,i 'm looking for ground transportation in dallas,Ground Service.
1291,is there a flight from atlanta to san francisco that stops over in denver,Flight.
1292,what is the earliest flight between boston and washington,Flight.
1293,first class american flight from philadelphia to dallas on wednesday,Flight.
1294,i 'd need information please on a flight from washington dc san francisco california,Flight.
1295,i 'd like flight information between boston and washington september third,Flight.
1296,list daily flights from atlanta to denver,Flight.
1297,all flights from baltimore to philadelphia less than 1000 dollars,Flight.
1298,show me the flights from san francisco to boston on august thirty first,Flight.
1299,show flights between boston and philadelphia,Flight.
1300,what limousine service is in boston,Ground Service.
1301,what are the flights from las vegas to burbank also on saturday may twenty two,Flight.
1302,how many united flights are there to san francisco,Quantity.
1303,show me the flights into love field,Flight.
1304,what are the rental car rates in san francisco,Ground Fare.
1305,san francisco to boston please with a stopover in denver,Flight.
1306,i would like to see the flights from denver to philadelphia,Flight.
1307,please list all flights on united airlines and northwest which go to denver,Flight.
1308,i 'm traveling to dallas from philadelphia,Flight.
1309,list the total number of flights to all airports by delta,Quantity.
1310,i need to book a flight from newark to tampa on april fourth,Flight.
1311,show me all flights between san francisco and philadelphia for september fifteenth,Flight.
1312,all flights from san francisco to los angeles,Flight.
1313,is there a flight on continental airlines from boston to denver,Flight.
1314,what flight from denver to pittsburgh arrives earliest in the morning,Flight.
1315,when is the earliest flight from boston to denver,Flight.
1316,what 's a flight that goes from baltimore to seattle,Flight.
1317,what 's the first flight from boston to san francisco,Flight.
1318,please give grounds transportation at dallas airport,Ground Service.
1319,what is the latest afternoon flight i can get from dallas to san francisco on first class,Flight.
1320,what is restriction ap 57,Abbreviation.
1321,what is the earliest flight from boston that will arrive in denver,Flight.
1322,what is the earliest arrival in salt lake city of a flight from toronto,Flight.
1323,and what is the last flight from denver to boston for tomorrow evening,Flight.
1324,please show all flights from philadelphia to denver airport next sunday,Flight.
1325,all flights and fares from pittsburgh to dallas round trip after 12 pm less than 1100 dollars,Flight+airfare.
1326,show me all fares between philadelphia and san francisco that are less than 200 dollars one way,Airfare.
1327,show me fares leaving on tuesdays from denver to dallas,Airfare.
1328,i want wednesday flights from atlanta to washington dc,Flight.
1329,are they all nonstop flights from kansas city to st. paul,Flight.
1330,okay show me all the flights to baltimore,Flight.
1331,flights from pittsburgh to baltimore between 10 am and 2 pm,Flight.
1332,i 'd like a return flight from denver to atlanta evening flights,Flight.
1333,american flights from cincinnati to salt lake city,Flight.
1334,list all the flights that depart from general mitchell international,Flight.
1335,minneapolis to phoenix on monday,Flight.
1336,show me dallas ground transport,Ground Service.
1337,what flights are available monday from san francisco to pittsburgh,Flight.
1338,flights from pittsburgh to los angeles thursday evening,Flight.
1339,i need to fly from washington to san francisco but i 'd like to stop over at dallas can you tell me a schedule of flights that will do that,Flight.
1340,what 's the cheapest round trip fare between dallas and baltimore,Airfare.
1341,please list nonstop flights from las vegas to new york on america west,Flight.
1342,i 'd like to see flights from baltimore to atlanta that arrive before noon and i 'd like to see flights from denver to atlanta that arrive before noon,Flight.
1343,okay just on november twenty third i want to fly from atlanta to denver and i need to know what flights are available,Flight.
1344,what kind of plane flies from boston to pittsburgh after noon,Aircraft.
1345,flight from denver to salt lake city,Flight.
1346,are there any other flights from boston to pittsburgh wednesday next week later than 5 pm,Flight.
1347,flight information from oakland to denver,Flight.
1348,i would like a flight between denver and san francisco leaving from denver in the afternoon and arriving at 5 pm it must be a nonstop flight,Flight.
1349,what flights are there available from philadelphia to denver on wednesday with economy class,Flight.
1350,is there a united airlines flight from miami to washington dc arriving around noon,Flight.
1351,show me all the flights from new york to milwaukee,Flight.
1352,what ground transportation is available in denver,Ground Service.
1353,could i have a listing of flights leaving boston going to baltimore leaving wednesday after 2100,Flight.
1354,what ground transportation is available in atlanta,Ground Service.
1355,what is the cost of the air taxi operation at philadelphia international airport,Ground Fare.
1356,what does d s stand for for meals,Abbreviation.
1357,show all airlines with flights between denver and dallas,Airline.
1358,first class round trip airfare from indianapolis to memphis,Airfare.
1359,how much does flight ua 297 from denver to san francisco cost,Airfare.
1360,i need a round trip flight from cincinnati to san jose california,Flight.
1361,what northwest airline flights leave denver before noon,Flight.
1362,show me return flights from cincinnati to salt lake city nonstop,Flight.
1363,is there a flight leaving from boston to atlanta,Flight.
1364,show me a list of flights on july twenty second leaving dc to dallas leaving dc after 6 pm,Flight.
1365,my question is i want to go to san francisco and i live in denver and i would like to fly on united airlines do you have an early flight,Flight.
1366,show flights from pittsburgh into san francisco,Flight.
1367,what flights are there from dallas to houston,Flight.
1368,show me all flights between boston and washington,Flight.
1369,show me all flights from boston to denver which arrive in denver wednesday before noon,Flight.
1370,list possible round trip daily flights between boston and oakland,Flight.
1371,please show me airlines with service from boston to denver,Airline.
1372,what are the fares for flights between atlanta and dfw provided by delta airlines,Airfare.
1373,show me one more time the first class fares from baltimore to dallas,Airfare.
1374,what are my choices of flights to get from charlotte to minneapolis arriving about 7 pm in minneapolis,Flight.
1375,tell me the flights from baltimore to dallas,Flight.
1376,i want to find a flight from boston to atlanta,Flight.
1377,ground transportation between airport and downtown in boston,Ground Service.
1378,what 're the flights from memphis to las vegas that arrive on a sunday,Flight.
1379,i would like to fly from dallas to san francisco on saturday and arrive in san francisco before 4 pm,Flight.
1380,what are the flights from dallas to boston for tomorrow night or evening,Flight.
1381,flight from denver to boston,Flight.
1382,show me the flights from san francisco to dallas on continental airlines,Flight.
1383,find me flights that are nonstop between boston and dallas,Flight.
1384,show me the fare from dallas to san francisco,Airfare.
1385,i want to know what flights you have available coach or economy class from baltimore to dallas,Flight.
1386,show me american flights from dallas to san francisco,Flight.
1387,what is the cheapest flight from pittsburgh to atlanta one way,Flight.
1388,show prices for all flights from baltimore to dallas on july twenty ninth,Airfare.
1389,what flights are available from dallas fort worth to atlanta,Flight.
1390,looking for flights in toronto to san diego,Flight.
1391,what do you have tomorrow after 5 o'clock from atlanta to san francisco,Flight.
1392,what flight leaves dallas for atlanta on august twenty seventh in the evening,Flight.
1393,list all flights from boston to oakland,Flight.
1394,what 's the latest flight from san francisco to atlanta,Flight.
1395,philadelphia to boston monday,Flight.
1396,i want a flight from los angeles to charlotte that leaves on a weekday morning,Flight.
1397,ground transport in denver,Ground Service.
1398,i would like a flight between denver and san francisco leaving from denver in the afternoon and arriving at 5 pm,Flight.
1399,what ground transportation is available in baltimore for the day after tomorrow,Ground Service.
1400,i would like an afternoon flight leaving tuesday san diego to indianapolis,Flight.
1401,what is the earliest flight on thursday from atlanta to washington dc,Flight.
1402,what is the latest flight leaving washington for denver,Flight.
1403,find travel arrangements for a round trip flight from dallas to pittsburgh arriving after 8 pm before 10 pm,Flight.
1404,give me a flight from charlotte to baltimore on tuesday morning,Flight.
1405,i 'm looking for flights from pittsburgh to philadelphia leaving before 9 am,Flight.
1406,what is fare code qo mean,Abbreviation.
1407,what flights are there from baltimore to san francisco,Flight.
1408,i would like to fly from salt lake city back to st. petersburg on wednesday,Flight.
1409,i would like an afternoon flight from denver colorado to dallas texas,Flight.
1410,how much is a limousine between dallas fort worth international airport and dallas,Ground Fare.
1411,can you list all flights from chicago to st. louis that depart after 12 noon,Flight.
1412,afternoon flights from boston to san francisco please that leave in the afternoon,Flight.
1413,i 'd like flight information from dallas fort worth to boston on tuesday,Flight.
1414,ground transportation in phoenix,Ground Service.
1415,i want to go from boston to washington on monday morning,Flight.
1416,display types of aircraft departing from cleveland to dallas before noon,Aircraft.
1417,what do you know about car rental in denver,Ground Service.
1418,flights from montreal,Flight.
1419,what is airline nw,Airline.
1420,display all flights leaving from toronto to san diego on us air laying over in washington dc,Flight.
1421,i 'd like a limo in denver on august seventh,Ground Service.
1422,i would like to fly from dallas to denver on the morning of august twenty seventh leaving at 650,Flight.
1423,i need a flight tonight from charlotte to las vegas with a stop in st. louis and i want dinner,Flight.
1424,when can i fly from philadelphia to dallas on a saturday morning,Flight.
1425,give me the continental flights from seattle,Flight.
1426,what is fare code h,Abbreviation.
1427,ground transportation in baltimore,Ground Service.
1428,show me the flights from pittsburgh to philadelphia,Flight.
1429,what continental flights go from chicago to seattle before 10 am in the morning that have a meal,Flight.
1430,show me the latest flight from denver to boston,Flight.
1431,show me all flights between san francisco and philadelphia for september fifteenth,Flight.
1432,what flights from toronto to philadelphia,Flight.
1433,show me wednesday afternoon flights from denver to san francisco,Flight.
1434,how much does it cost to fly on american from dallas to baltimore,Airfare.
1435,what is the cheapest one way fare between boston and oakland,Airfare.
1436,how many fares are there one way from tacoma to montreal,Quantity.
1437,flight from denver to philadelphia,Flight.
1438,i 'd like to fly early tomorrow from columbus to minneapolis,Flight.
1439,show me the economy flights from baltimore to dallas,Flight.
1440,show me flights from pittsburgh to dc,Flight.
1441,philadelphia to san francisco next week tuesday show the flights,Flight.
1442,what is the earliest nonstop flight from washington to san francisco,Flight.
1443,can you show me flights from baltimore to dallas,Flight.
1444,flight from milwaukee to chicago,Flight.
1445,what does ewr stand for,Abbreviation.
1446,i would like information on flights from dallas fort worth to atlanta on wednesday morning,Flight.
1447,what are the dinner flights from indianapolis to san diego on wednesday may twelfth,Flight.
1448,show me flights from denver to philadelphia,Flight.
1449,show me delta flights from dallas to denver,Flight.
1450,tell me about ground transportation at salt lake city,Ground Service.
1451,where is general mitchell international located,City.
1452,show me flights from philadelphia to denver on a monday,Flight.
1453,us 3724 baltimore to philadelphia what is the fare,Airfare.
1454,okay can you tell me the flight cost between denver and atlanta,Flight.
1455,what does ls stand for,Abbreviation.
1456,show me all flights from charlotte to columbus,Flight.
1457,list the flights on friday afternoon from philadelphia to oakland,Flight.
1458,describe pittsburgh airport,Airport.
1459,show me the flights from love field,Flight.
1460,i would like to book a flight for august twenty seventh from baltimore to san francisco on us air,Flight.
1461,what flights land at general mitchell international,Flight.
1462,i want all flights from atlanta to washington dc on thursday,Flight.
1463,please show me fares from denver to san francisco,Airfare.
1464,what limousine service in toronto,Ground Service.
1465,show me round trip fares from new york to miami,Airfare.
1466,how long does the ground transportation take from the salt lake city airport,Ground Service.
1467,newark to cleveland daily,Flight.
1468,i would like to schedule a flight on american airlines from philadelphia to san francisco that makes a stop in denver,Flight.
1469,i 'm interested in flying from boston to atlanta,Flight.
1470,what airline is the flight originating in atlanta on november seventh at noon and arriving in san francisco at 210 pm,Airline.
1471,list all flights from washington dc to tampa florida,Flight.
1472,show me the flights from boston to dallas,Flight.
1473,i want a flight from milwaukee to orlando one way leaving after 5 pm on wednesday,Flight.
1474,which flights from pittsburgh to atlanta have the lowest coach class fares,Flight.
1475,i 'd like to know the earliest flight from boston to san francisco,Flight.
1476,can you rent a car at stapleton international airport in denver,Ground Service.
