,Unnamed: 0,text,intent
5283,5283,can you remind me to cancel my cable subscription at the end of the month,Create Reminder.
5284,5284,Change the reminder for our team meeting from 11am on 12th May to 12pm on 14th July.,Update Reminder Date Time.
5285,5285,Remind my mom to contact me tomorrow morning at 9 AM.,Create Reminder.
5286,5286,Delete reminder for lunch date with Sue tomorrow.,Delete Reminder.
5287,5287,remind me to tell david how much i miss him,Create Reminder.
5288,5288,Set a reminder to check flight costs every Tuesday morning.,Create Reminder.
5289,5289,Set a reminder the plumbing guy is coming here on Wednesday at noon.,Create Reminder.
5290,5290,Remind me about a phone call to bank tomorrow  at anytime,Create Reminder.
5291,5291,remind me to buy the muiti cooker while its on sale,Create Reminder.
5292,5292,Remind me to take my pill every night at 10:00 pm,Create Reminder.
5293,5293,Remind me to remind hubby to call Mike about the two new job postings.,Create Reminder.
5294,5294,Remind Larry to approve my timesheet tomorrow.,Create Reminder.
5295,5295,Remind me to change Rooney's collar in 8 months.,Create Reminder.
5296,5296,Set up a reminder for my sister that I won't be available until after 5 pm tomorrow.,Create Reminder.
5297,5297,Set up a weekly reminder for Alisha to water the hydrangea beginning on Sunday.,Create Reminder.
5298,5298,I cant be late for the Bonzo meeting - remind me at 4AM,Create Reminder.
5299,5299,Remind me to pick up a veggie tray on my way home from work tomorrow.,Create Reminder.
5300,5300,The Flight Lounge closed down; delete my reminder to go there next Monday.,Delete Reminder.
5301,5301,Reminder to do grocery shoppong on weekend,Create Reminder.
5302,5302,delete the post office reminder,Delete Reminder.
5303,5303,What reminders do I have set for Thursday?,Get Reminder.
5304,5304,Remind me to find all iPod's before bedtime so that they can be charged for the next day.,Create Reminder.
5305,5305,Can you tell me reminders for Saturday?,Get Reminder.
5306,5306,Set a reminder for court at 8:30 on Thursday.,Create Reminder.
5307,5307,remind the team we have a game on saturday,Create Reminder.
5308,5308,Can you remind me to send in my resume tomorrow at 12 pm?,Create Reminder.
5309,5309,Remind me to get the decorations for the party on August 18th.,Create Reminder.
5310,5310,Cancel my appointment reminder,Delete Reminder.
5311,5311,Remind me I need to help dad after his event on Friday.,Create Reminder.
5312,5312,change my hair appointment reminder to 10 am,Update Reminder Date Time.
5313,5313,Remind me on October 1st to order birthday presents for Etta and Augustus.,Create Reminder.
5314,5314,Would you remind me to let Becky know that the lunch meeting location has changed?,Create Reminder.
5315,5315,"Set up a reminder to pick up some roses on the way, for Charlotte's wedding anniversary's  party on Saturday.",Create Reminder.
5316,5316,Delete the reminder about my car payment,Delete Reminder.
5317,5317,Delete reminder about Mom's surgery date on Friday.,Delete Reminder.
5318,5318,Remove all reminders for next Monday please,Delete Reminder.
5319,5319,remind me to do some yoga,Create Reminder.
5320,5320,remind my team about tomorrow's meeting,Create Reminder.
5321,5321,Remind Josh to bring in the dog Tuesday at 6 PM CST,Create Reminder.
5322,5322,Set Birthday dinner reminder for Friday Aug 3rd at 6pm.,Create Reminder.
5323,5323,Change my meeting reminder at 8am tomorrow to 9am Friday.,Update Reminder Date Time.
5324,5324,how many reminders do I have on Tuesday? and what are they?,Get Reminder.
5325,5325,Can you make sure I get a reminder to take my meds daily at 10 am?,Create Reminder.
5326,5326,Set a reminder for the interview team to meet before Monday.,Create Reminder.
5327,5327,Did I create a reminder for Jerry's dinner party?,Get Reminder.
5328,5328,Remind the flag football team about practice at 5 pm Thursday.,Create Reminder.
5329,5329,Set up a weekly reminder for the coworkers about the meeting at 7 pm.,Create Reminder.
5330,5330,Remind me to schedule a hair appointment Saturday at 1130am.,Create Reminder.
5331,5331,Remove the 8am alert about checking work e-mails.,Delete Reminder.
5332,5332,set a reminder to pick up my dry cleaning on Saturday,Create Reminder.
5333,5333,Set up a reminder to meet Ellie's teacher today at 5:00 pm; Remind me 30 minutes before,Create Reminder.
5334,5334,Remind me of the basketball game on Sunday at 7 pm.,Create Reminder.
5335,5335,Can you remind me tomorrow  to schedule meditation for Sunday,Create Reminder.
5336,5336,Remind me to practice melody writing on Mondays at 7 am.,Create Reminder.
5337,5337,Remind me to reschedule my tutoring session with Jeff.,Create Reminder.
5338,5338,Remind me to email the cast about costume fittings tonight.,Create Reminder.
5339,5339,Delete reminder for hairstylist appointment at 3 p.m. today.,Delete Reminder.
5340,5340,Set reminder to visit storage room on Saturday at 11am.,Create Reminder.
5341,5341,set a reminder to meet mom at 5pm for dinner,Create Reminder.
5342,5342,alert me one day before my carnote is due,Create Reminder.
5343,5343,set a reminder to buy tickets for lion king on payday,Create Reminder.
5344,5344,Remind me to pick up Brenna's alterations at 4 pm today.,Create Reminder.
5345,5345,Remind me to set up a lunch meeting with Ophelia on August 15 before she moves to Conway.,Create Reminder.
5346,5346,Remind me to go grocery shopping tomorrow around 2pm,Create Reminder.
5347,5347,"I need to check in for my flight on Saturday two hours early, remind me at 2pm?",Create Reminder.
5348,5348,Remind my brother to visit mom at 6pm.,Create Reminder.
5349,5349,Remind me to water the plants every other evening.,Create Reminder.
5350,5350,Remind me to order school supplies before the weekend.,Create Reminder.
5351,5351,Set a reminder to change the heating filter on  the 5th of each month,Create Reminder.
5352,5352,Create weekly reminder to weed garden and flower bed.,Create Reminder.
5353,5353,"My favorite show comes on at 8:00 tomorrow, can you please remind me?",Create Reminder.
5354,5354,remind me to fold the laundry daily,Create Reminder.
5355,5355,Set up a monthly reminder to give the dogs flee and tick medicine.,Create Reminder.
5356,5356,Remind me to pay the cable bill for $163.31 day after tomorrow at www.comcast.net.,Create Reminder.
5357,5357,I need a reminder to give my dog his medicine every morning at 9:00,Create Reminder.
5358,5358,remind me to order another 2018 young living catalog,Create Reminder.
5359,5359,Remind Jeff to leave at 6:00.  Alert him 15 minutes before.,Create Reminder.
5360,5360,Delete the reminder set for recording the show tonight at 8pm.,Delete Reminder.
5361,5361,What reminders are left for this weekend?,Get Reminder.
5362,5362,Remove my reminder for meeting with Shelly,Delete Reminder.
5363,5363,Can you remind me to dial in half an hour before today's conference call?,Create Reminder.
5364,5364,Alert me 5 minutes before my lunch reminder for today.,Create Reminder.
5365,5365,Did I already ask for a reminder to be set about the festival this weekend?,Get Reminder.
5366,5366,Remind me to Set up an apointment to get my truck serviced tomorrow.,Create Reminder.
5367,5367,set up a  weekly reminder for charlie about taking the trash out in the morning before work.,Create Reminder.
5368,5368,Can you set a reminder to text John that our concert tickers are $153.00 tomorrow at 9 am.,Create Reminder.
5369,5369,Delete the reminder about the concert today.,Delete Reminder.
5370,5370,Remind me to schedule an appointment with the dentist for next Wednesday.,Create Reminder.
5371,5371,"Remind me that clinicals start on August 21st, be prepared!",Create Reminder.
5372,5372,Remind me to pick mom up at 6pm.,Create Reminder.
5373,5373,remind me to get a mammogram in September,Create Reminder.
5374,5374,Remind me to set the DVR for This Is Us tonight,Create Reminder.
5375,5375,Remind Uncle Max to feed the pets every day at 10am this week.,Create Reminder.
5376,5376,Remove all reminders for Tuesday and add them to Friday.,Update Reminder Date Time.
5377,5377,set reminder to count worked hours for the week,Create Reminder.
5378,5378,Alert me to do laundry on Sunday.,Create Reminder.
5379,5379,Add second alerts 5 min before Board Meetings in2019,Create Reminder.
5380,5380,Remind me to send out an article for the newsletter on August 19th.,Create Reminder.
5381,5381,Setup a monthly reminder to submit sales tax,Create Reminder.
5382,5382,Send Molly a reminder about the fundraiser event tomorrow.,Create Reminder.
5383,5383,Set a reminder to check with Elisa on a good day to meet for game night.,Create Reminder.
5384,5384,"I dont want miss the doctors appointment, at 2 pm ,can you remind me 10 mins early.",Create Reminder.
5385,5385,Set up a monthly reminder to give the dog her medicine on the first of every month.,Create Reminder.
5386,5386,Remind me to send Mark a copy of Matt's auto insurance policy before tomorrow morning?,Create Reminder.
5387,5387,Delete the reminder to contact the realtor.,Delete Reminder.
5388,5388,Please remind me on the 15th to pay the sewer bill,Create Reminder.
5389,5389,"Set up a reminder for my mother to cancel her Sirius XM radio subscription August 25th, 2018.",Create Reminder.
5390,5390,Remind me of my appointment with the dentist next month.,Create Reminder.
5391,5391,Set a reminder at 9.00 pm tonight to watch the TV show on Fox.,Create Reminder.
5392,5392,Set a weekly reminder to exercise at 4:30 a.m.,Create Reminder.
5393,5393,Remind me to contact Samsung about my broken phone screen tomorrow.,Create Reminder.
5394,5394,remind my cooking group to bring meat tonight,Create Reminder.
5395,5395,remind me to turn the sprinklers off at 7pm tonight.,Create Reminder.
5396,5396,Remind me to post on Katie's facebook wall tomorrow at 8am for her birthday,Create Reminder.
5397,5397,Remind me to clean the fridge this weekend.,Create Reminder.
5398,5398,Erase the reminder for Percy to get gas for his car tomorrow at 3 PM.,Delete Reminder.
5399,5399,Set a reminder that an interviewer is coming in at 5:30 today,Create Reminder.
5400,5400,Cancel all my reminders for Sunday.,Delete Reminder.
5401,5401,Remind me about my lunch date at 12:00 pm with co-workers on Friday.,Create Reminder.
5402,5402,Set a reminder for time to take Tylenol tonight at 9:30pm.,Create Reminder.
5403,5403,Make an anniversary reminder about Joan and Pete for September 20.,Create Reminder.
5404,5404,Remind me to pack my bags for the vacation in the morning.,Create Reminder.
5405,5405,Remind me to go to the meeting at 2pm,Create Reminder.
5406,5406,Remind me to leave for hair appointment at 10 am tomorrow.,Create Reminder.
5407,5407,remind me to put all my chargers for europe in the suitcase next week,Create Reminder.
5408,5408,It's going to snow tomorrow. Remind me to grab my coat at 8:30 AM.,Create Reminder.
5409,5409,Create a reminder to get my reservation completed today,Create Reminder.
5410,5410,Elena's sleepover is the 20th at 6 pm to the 21st at 9 am. Please set a reminder two hours ahead.,Create Reminder.
5411,5411,Remind me to check account daily.,Create Reminder.
5412,5412,"Set up a reminder to every Monday, Wednesday, and Friday for Shawn to mow the lawn",Create Reminder.
5413,5413,"Remind me to create my grocery list tomorrow morning,",Create Reminder.
5414,5414,"I need to sent a party invite out tomorrow morning, remind me around 9am",Create Reminder.
5415,5415,Remind me to schedule my daughters doctors appointment.,Create Reminder.
5416,5416,Remind me to pick up orange juice after the movie today,Create Reminder.
5417,5417,remind me to check my passport before the end of the week,Create Reminder.
5418,5418,Cancel reminder to pick up dry cleaning tomorrow.,Delete Reminder.
5419,5419,set up a daily reminder for me to take my meds,Create Reminder.
5420,5420,Remind me to schedule rabies shot for Jaguar,Create Reminder.
5421,5421,Remind me to give my mom eggs on Friday.,Create Reminder.
5422,5422,Remind Dawson to do the dishes tonight at 6:45.,Create Reminder.
5423,5423,Set a reminder for my boxing class at 3 pm.,Create Reminder.
5424,5424,Remind me each night at 8pm to add up my calories for the day.,Create Reminder.
5425,5425,Remind me to buy my books for psychology class before August 20th.,Create Reminder.
5426,5426,"Remind me to change the furnace filter on October 18th, 2018.",Create Reminder.
5427,5427,Delete daily exercise reminder.,Delete Reminder.
5428,5428,Delete my reminder to get up tomorrow at 7am,Delete Reminder.
5429,5429,Delete the reminder about emailing the school.,Delete Reminder.
5430,5430,remind me to brush my teeth tonight,Create Reminder.
5431,5431,Remind me 15 minutes before my business meeting at 4pm.,Create Reminder.
5432,5432,Delete reminder for watering the grass.,Delete Reminder.
5433,5433,I do not want to me Yoga at 5pm: can you alert me 2 hours before.,Create Reminder.
5434,5434,"Remind me to contact 4 Season to have the furnace cleaned on September 15th,",Create Reminder.
5435,5435,Remind me to purchase tickets for the Atlanta Hawks next home gane,Create Reminder.
5436,5436,Remind me to pick up ice for the cooler,Create Reminder.
5437,5437,Delete my reminder to buy dog food on Monday at 2 pm.,Delete Reminder.
5438,5438,Delete my 6:30 pm reminder.,Delete Reminder.
5439,5439,Please add a recurrent reminder to feed the snake every Saturday at 11 am in June.,Create Reminder.
5440,5440,"Set up reminder for our flight on September 2nd, 2018.",Create Reminder.
5441,5441,send a reminder to Steve about the flight at 3 pm Friday.,Create Reminder.
5442,5442,Remind me to make a Youtube video every Thursday.,Create Reminder.
5443,5443,Set a reminder for Appointment with Dr. Smith at 2:15 pm on March 13th.,Create Reminder.
5444,5444,How many reminders do i have on Friday,Get Reminder.
5445,5445,Alert me about my office meeting Friday afternoon a hour before it begins around 1pm.,Create Reminder.
5446,5446,"Delete Tina's vacation reminder, she's not going",Delete Reminder.
5447,5447,Remind me tomorrow that my meeting changed from 5PM to 7PM,Create Reminder.
5448,5448,REMIND ME TO MAKE A GROCERY LIST ON WEDNESDAYS AT 10AM.,Create Reminder.
5449,5449,remind me kent's birthday next week,Create Reminder.
5450,5450,Remind me to stretch daily at 8 am. EST,Create Reminder.
5451,5451,remind me to set up back to school clothes on the night of the 9th,Create Reminder.
5452,5452,Get rid of my reminder for the team meeting on Tuesday.,Delete Reminder.
5453,5453,REMIND ME TO MOVE THE CAR EVERY WEDNESDAY FOR STREET SWEEPING.,Create Reminder.
5454,5454,Remind me to pick up my mom at 8 pm.,Create Reminder.
5455,5455,Please remove the alert for my daily yoga sessions.,Delete Reminder.
5456,5456,"It's going to rain tomorrow, remind me to grab an umbrella tomorrow morning at 9 am",Create Reminder.
5457,5457,delete my reminder to take my medicine,Delete Reminder.
5458,5458,"Set up a reminder to get my oil changed for September 14th, 2018.",Create Reminder.
5459,5459,Remind me that the office Christmas party starts at 8 pm tomorrow.,Create Reminder.
5460,5460,Delete company picnic reminder.,Delete Reminder.
5461,5461,Create a clean out Cache reminder at 10 am or after you turn on your computer,Create Reminder.
5462,5462,Setup a remind for Walker that he has class monday at 330pm,Create Reminder.
5463,5463,I need to pick up a wedding gift for Jeff and Andrea. Can you remind me on Wednesday at 11 am?,Create Reminder.
5464,5464,Remind me about the fishing trip in 2 weeks.,Create Reminder.
5465,5465,set a reminder for august 21st at 5pm to take the boys to get a haircut,Create Reminder.
5466,5466,Remind me to email professor about exam grade today,Create Reminder.
5467,5467,Remind me to mail the phone bill on Tuesday.,Create Reminder.
5468,5468,Create a new reminder about Sammi's grooming appointment on Saturday.,Create Reminder.
5469,5469,remind me to text my sister tonight at 7 pm,Create Reminder.
5470,5470,Remind Wesley to pick up diapers and wipes after work Friday.,Create Reminder.
5471,5471,Can you remind me to renew my gym membership on the 19th of August.,Create Reminder.
5472,5472,Remind me to shut off the Alarm Wednesday at 8 am for maintenance.,Create Reminder.
5473,5473,Set a reminder that I need to start my diet Monday.,Create Reminder.
5474,5474,Do I have any reminders for August 3rd?,Get Reminder.
5475,5475,Reminder to cook for lunch the night before,Create Reminder.
5476,5476,Delete the reminder for Otis to walk the dog tomorrow at 8 PM.,Delete Reminder.
5477,5477,Remind me every day for two weeks that I have to take the antibiotic at 7am.,Create Reminder.
5478,5478,Remind me to complete the form for the access pass by the end of this month.,Create Reminder.
5479,5479,Please remind me to take the cookies out of the oven in 20 minutes.,Create Reminder.
5480,5480,Remind me to order more toilet paper tomorrow.,Create Reminder.
5481,5481,Delete the reminder about emailing Juanice,Delete Reminder.
5482,5482,"I need to buy groceries, remind me to look at my list tonight at 7PM.",Create Reminder.
5483,5483,Set up a reminder for my son to get up in time in the morning.,Create Reminder.
5484,5484,"We are going out to lunch with my dad today at 1:00 pm, can you remind me at 11:00 am?",Create Reminder.
5485,5485,Delete the reminder to play tennis with Shelly.,Delete Reminder.
5486,5486,Remind me to schedule car maintenance 120 days from today.,Create Reminder.
5487,5487,Set a reminder to take my pill every day.,Create Reminder.
5488,5488,Remind me to get bread today.,Create Reminder.
5489,5489,Add a reminder for myself to schedule golf lessons this Sunday.,Create Reminder.
5490,5490,Remind me to meditate for at least 10 minutes before bed at 11:00pm,Create Reminder.
5491,5491,Remind me to wake up at 5 today,Create Reminder.
5492,5492,set a reminder to get dog food tonight,Create Reminder.
5493,5493,Please remind me to swish and swipe every morning,Create Reminder.
5494,5494,please set up a reminder for emily regarding her dental appointment on Wednesday at 8am,Create Reminder.
5495,5495,Remind me to start dinner today at 5 pm.,Create Reminder.
5496,5496,Remind me to leave key for Missy 1 week before vacation,Create Reminder.
5497,5497,Remind me every 15th of the month to pay the AT&T bill.,Create Reminder.
5498,5498,Remind me to buy cat food.,Create Reminder.
5499,5499,Remind me to text Nathan on Saturday.,Create Reminder.
5500,5500,What reminders do i have for this month?,Get Reminder.
5501,5501,DOES JEAN HAVE ANY REMINDERS SET UP?,Get Reminder.
5502,5502,REMIND SAMANTHA ABOUT HER HORSE RIDING LESSONS EVERY OTHER WEDNESDAY AT 4PM.,Create Reminder.
5503,5503,set a reminder for dress fitting on sunday 1030,Create Reminder.
5504,5504,Remind me to clean the sheets Friday night at 7 pm,Create Reminder.
5505,5505,What are my reminders for August 23rd?,Get Reminder.
5506,5506,Remind me about Taylor's wedding the day before June 17.,Create Reminder.
5507,5507,Remind me to take my birth control pill everyday at 2PM,Create Reminder.
5508,5508,Remind me that my brother's BBQ starts at 2 pm on Sunday.,Create Reminder.
5509,5509,alert me one day before my dental appointment,Create Reminder.
5510,5510,"I need to make a grocery list for tomorrow, can you set up a reminder for me?",Create Reminder.
5511,5511,Remind Mike to pick up dinner tonight,Create Reminder.
5512,5512,Set a reminder that the tax free school shopping day is this weekend.,Create Reminder.
5513,5513,What are my reminders for the weekend?,Get Reminder.
5514,5514,Remind me to tell mom happy birthday on August 16th. Yearly.,Create Reminder.
5515,5515,Remind me at 11pm tonight that I parked my car in Lot A.,Create Reminder.
5516,5516,"Remind me to have my dog groomed by August 30, 2018.",Create Reminder.
5517,5517,reminder to order extra long sheets for college dorm bed,Create Reminder.
5518,5518,remind me to make a hair appointment for next Tuesday,Create Reminder.
5519,5519,Remind me to pick up Joe after his work. What time should I be there?,Create Reminder.
5520,5520,delete this reminder for the movies,Delete Reminder.
5521,5521,set up a reminder to tell sara about the trip tomorrow,Create Reminder.
5522,5522,remind me to leave in 20 minutes,Create Reminder.
5523,5523,I want to plan a party for all of my sorority sisters; can you set a reminder to create a Italian menu for the party by Wednesday?,Create Reminder.
5524,5524,Make a reminder for Jake to catch the bus at 7:30 am.,Create Reminder.
5525,5525,Delete my reminder about my meeting tomorrow.,Delete Reminder.
5526,5526,Remind me to enter logs for what my budget is and to enter my logs when ever money is spent weekly on weekends.,Create Reminder.
5527,5527,Have a reminder to feed the baby at  1pm.,Create Reminder.
5528,5528,Change reminder on Saturday to pick up cupcakes to 10:30 am,Update Reminder Date Time.
5529,5529,june 15th reminder to shop ulta sale,Create Reminder.
5530,5530,Remind me to meet Chris for lunch on Tuesday at 11:30am,Create Reminder.
5531,5531,Delete the reminder about the Christmas cards,Delete Reminder.
5532,5532,Delete reminder to mail payment to Wendy.,Delete Reminder.
5533,5533,Remind me to take Amy to the vet 24 hours before 10:00am Monday.,Create Reminder.
5534,5534,Remind meet with Stephen at his desk before 11:00am,Create Reminder.
5535,5535,Set a weekly reminder to have John mow the lawn,Create Reminder.
5536,5536,Remove the daily reminder to give my son his medicine.,Delete Reminder.
5537,5537,Remind me to set sprinklers on Tuesday,Create Reminder.
5538,5538,Remind Nick to pick up a gift for his mom today.,Create Reminder.
5539,5539,remind me to pay my car insurance bill on the first of every month,Create Reminder.
5540,5540,set up a reminder to check my emails at 5 pm every week day,Create Reminder.
5541,5541,delete the reminder to check stock price this afternoon,Delete Reminder.
5542,5542,Remind me to feed Mike's dogs everyday next week.,Create Reminder.
5543,5543,Remind the kids to do their chores at 4pm daily.,Create Reminder.
5544,5544,Remind me to email Mrs. King tomorrow regarding furniture needing to be moved from my classroom.,Create Reminder.
5545,5545,Remind me to put out cardboard recycle this Thursday,Create Reminder.
5546,5546,Remind me every Friday to download Free Friday coupon for Kroger.,Create Reminder.
5547,5547,set a reminder for me to record grey's anatomy tonight,Create Reminder.
5548,5548,I need a reminder to respond to Marilyn's email.,Create Reminder.
5549,5549,Remind to get Birthday cake for Sunita on 5th august 2018 at 5pm.,Create Reminder.
5550,5550,Can you remind me to review my Appen project hours every first day of the month at noon,Create Reminder.
5551,5551,Remind me to check the warranty on my computer and call for an extension before 5pm.,Create Reminder.
5552,5552,Set a reminder to return the kids library books by Sunday.,Create Reminder.
5553,5553,Remind me to turn the water off to the pool at 6:30 p.m.,Create Reminder.
5554,5554,I don't want to miss the bus at 2:30 pm; can you alert me 10 minutes and then 3 minutes before?,Create Reminder.
5555,5555,set up quarterly reminder to change oil on car,Create Reminder.
5556,5556,Delete reminder about Monday morning meeting.,Delete Reminder.
5557,5557,Remind the MC to bring laundry detergent to group tonight.,Create Reminder.
5558,5558,cancel reminder to feed dog tonight,Delete Reminder.
5559,5559,Can you let me know when my oil change reminder is set for?,Get Reminder Date Time.
5560,5560,Remove the reminder to mail packages to Erin,Delete Reminder.
5561,5561,Remind me to shoot an email to Theresa  about the meeting tonight,Create Reminder.
5562,5562,Remind me to get to class 30 minutes early tomorrow,Create Reminder.
5563,5563,Am I missing any reminders for tomorrow?,Get Reminder.
5564,5564,Remind me to buy garlic today at 5 pm.,Create Reminder.
5565,5565,"create reminder for every tuesday nite, recycling to curb",Create Reminder.
5566,5566,Send Bobby a reminder tonight at 8pm that the landscapers are coming tomorrow at 5pm,Create Reminder.
5567,5567,Remind me 15 minutes before the Hall of Fame football game tonight,Create Reminder.
5568,5568,Set up a reminder for my nail appointment Saturday at 10:00 am,Create Reminder.
5569,5569,Remind me to check the neighbor's mail for them every day this week.,Create Reminder.
5570,5570,I have a date night schedule with Jill at 8 pm and she just called and asked to change that to 9 pm so please adjustment my reminder.,Update Reminder Date Time.
5571,5571,Delete the reminder for my friends 40th bash this Saturday.,Delete Reminder.
5572,5572,Remind me on July 11th every year about my mothers birthday.,Create Reminder.
5573,5573,set up a reminder to go see grandma Friday afternoon,Create Reminder.
5574,5574,Remind me that I have a dentist appointment on Tuesday the 7th.,Create Reminder.
5575,5575,remind me to pick up neighbors mail while they are on vacation,Create Reminder.
5576,5576,Can you remind me to do my homework tonight at 8pm.,Create Reminder.
5577,5577,Set up daily reminders to take my new medicine,Create Reminder.
5578,5578,Change my dentist appointment reminder from 3pm the 10th to tomorrow at 9am.,Update Reminder Date Time.
5579,5579,Set up an hourly reminder beginning at 8:00 AM for Paisley to use the bathroom.,Create Reminder.
5580,5580,what reminders do I have for Wednesday,Get Reminder.
5581,5581,Create a reminder to pick up more dog food.,Create Reminder.
5582,5582,Alexa please  remind me of  grocess list which i have to prepare for tomorrows shpoing,Create Reminder.
5583,5583,Can you please delete my reminder for my date with Bill tonight,Delete Reminder.
5584,5584,Delete the reminder to visit my family next week.,Delete Reminder.
5585,5585,Change my daily vitamin reminder from 7AM to 6:30 AM,Update Reminder Date Time.
5586,5586,Remind me that the Bear Stuffing Project meets on the second Thursday morning of every month.,Create Reminder.
5587,5587,remind me to meet Jo for lunch on Saturday,Create Reminder.
5588,5588,Set a reminder for the fantasy football group that the draft is at 8 pm.,Create Reminder.
5589,5589,Remind me print out all the documents for my meeting today at 2pm.,Create Reminder.
5590,5590,"Change reminder  to eat  everyday to 11, 3 and 6",Update Reminder Date Time.
5591,5591,remind in next May to sign up for my election class,Create Reminder.
5592,5592,Remind me a day before that tickets to Shinedown go on sale at 10am on Friday August 3rd.,Create Reminder.
5593,5593,Remind me to turn the clocks back on September 30.,Create Reminder.
5594,5594,Create a reminder that the softball game starts at 4 pm.,Create Reminder.
5595,5595,remind me to pick up alex for the party tonight.,Create Reminder.
5596,5596,Set up a reminder to take a practice test at 8 am tomorrow.,Create Reminder.
5597,5597,Remind me that Lauren has a playdate tomorrow at 12 pm,Create Reminder.
5598,5598,Remind me to pay my rent on the first of each month,Create Reminder.
5599,5599,Delete the reminder about my doctor appointment.,Delete Reminder.
5600,5600,Remind me that Love & Hip Hop aires at 8 pm EST every Monday on VH1.,Create Reminder.
5601,5601,Remind me to check my emails daily and to clean out any junk mail for better all organized inbox.,Create Reminder.
5602,5602,Set a reminder to get my oil changed on August 18th at 4PM EST.,Create Reminder.
5603,5603,Remind me to wash my hair tonight by 10 p.m.,Create Reminder.
5604,5604,Remind me to pay the gas bill on August 14th.,Create Reminder.
5605,5605,Please remind me to pay my Fiat payment tomorrow.,Create Reminder.
5606,5606,I need to leave work early please send me an alert at 3pm.,Create Reminder.
5607,5607,Create a daily 5am reminder to turn off the stove,Create Reminder.
5608,5608,Set a reminder to wrap Dan's gift tonight.,Create Reminder.
5609,5609,Remind me to ask Steve if I can borrow his trailer tomorrow.,Create Reminder.
5610,5610,Remind me to pick up Kennedy from Volley practice at 3:00 on Friday.,Create Reminder.
5611,5611,Set up a daily reminder for Everett to do his 30 minutes of reading.,Create Reminder.
5612,5612,Remind me to turn my 2 week notice in on Friday,Create Reminder.
5613,5613,remind me to contact caterer about menu changes for mom and dads anniversary,Create Reminder.
5614,5614,Remind me to finish washing dishes at 9pm tonight.,Create Reminder.
5615,5615,remind me to Put on your favorite song at 11 pm.,Create Reminder.
5616,5616,Remind Dave to set up the next store sale by 9 am.,Create Reminder.
5617,5617,Can you remind me to submit my spreadsheet at 5 pm today?,Create Reminder.
5618,5618,Send me a reminder in September to start planting my garden seeds.,Create Reminder.
5619,5619,Remind me to take a short walk at 2pm Monday through Friday.,Create Reminder.
5620,5620,Remind me to cancel subscription one week before the month ends.,Create Reminder.
5621,5621,remind me to finish updating my resume on sunday,Create Reminder.
5622,5622,Remind me to get OJ today.,Create Reminder.
5623,5623,Can you remind me to ask my boss for a day off on August 15th?,Create Reminder.
5624,5624,It would be great if you could remind me 30 minutes before my 2:00 appointment.,Create Reminder.
5625,5625,set a reminder to give cat medicine every 4 hours for the next week,Create Reminder.
5626,5626,Remind me to pay house payment on the 3rd of every month.,Create Reminder.
5627,5627,What reminders do I have for all of next week?,Get Reminder.
5628,5628,update reminder for fish market grand opening from 5-10 pm,Update Reminder.
5629,5629,Change my reminder from pick up milk to pick up sour cream.,Update Reminder Todo.
5630,5630,Remind me to schedule an oil change for the Kia in 2 weeks.,Create Reminder.
5631,5631,Set reminder for 30 minutes,Create Reminder.
5632,5632,"i have to pick the kids up at 4, remind me at 3:30",Create Reminder.
5633,5633,what are my reminders for next week wednesday,Get Reminder.
5634,5634,Remind me to turn off oven in 2 hours,Create Reminder.
5635,5635,delete my reminder about dinner on monday,Delete Reminder.
5636,5636,remind me to bring the foreign currency,Create Reminder.
5637,5637,Set a reminder for Samantha to pick up the cake Saturday at noon.,Create Reminder.
5638,5638,Remind me to get grocery Saturday afternoon.,Create Reminder.
5639,5639,remind me to check the oven in 5 minutes,Create Reminder.
5640,5640,remind to check student loan forbearance status expiration next weekend,Create Reminder.
5641,5641,Alert me 15mins  before I have to leave to make my hair appointment today.,Create Reminder.
5642,5642,Set up weekly reminder to take garbage to the curb starting Tuesday at 10pm,Create Reminder.
5643,5643,Remind me to tell Alex to get our tickets for the Opera tomorrow at 10 am.,Create Reminder.
5644,5644,delete my reminders for monday,Delete Reminder.
5645,5645,Remind me to pick up my dress at 2 PM for the party tonight,Create Reminder.
5646,5646,Delete the reminder to get groceries this weekend.,Delete Reminder.
5647,5647,delete the reminder to take cat to the vet,Delete Reminder.
5648,5648,Remind me to check traffic 30 minutes before the movie time.,Create Reminder.
5649,5649,"At 7pm, can you remind me to watch channel 5",Create Reminder.
5650,5650,Set up a reminder for my mom's doctors appointment on Friday,Create Reminder.
5651,5651,remind me to schedule my haircut this afternoon,Create Reminder.
5652,5652,Are there any reminders for next Tuesday?,Get Reminder.
5653,5653,Set weekly reminder to watch Master Chef every Wednesday at 8 pm.,Create Reminder.
5654,5654,delete the reminder about adelynn's gymnastics on tuesday,Delete Reminder.
5655,5655,Delete my reminder about the basketball game tomorrow.,Delete Reminder.
5656,5656,Remind me to pay violin teacher tonight at 6,Create Reminder.
5657,5657,Delete all my reminders about the groceries shopping for this Sunday,Delete Reminder.
5658,5658,remind me to pay my target bill on friday,Create Reminder.
5659,5659,Remind me to get items on my shopping list today,Create Reminder.
5660,5660,Remind me to set multiple alarms about my flight on Wednesday. Could you also alert me 10 minutes before midnight.,Create Reminder.
5661,5661,"My Lyft is arriving at 5pm, please set an alert for 30 minutes before.",Create Reminder.
5662,5662,Set up a reminder for my Omeprazol pills every day at 8:00 am,Create Reminder.
