,utterance,intent,label
2853,on september fourth i 'll be traveling from pittsburgh to atlanta can you tell me what flight would be the cheapest,Flight.,0
2854,list all the arriving flights at general mitchell international,Flight.,0
2855,show me all economy prices from dallas to baltimore,Airfare.,2
2856,tell me about ground transportation between orlando international and orlando,Ground Service.,4
2857,what type of ground transportation is available at logan airport,Ground Service.,4
2858,name the earliest flight from boston to san francisco,Flight.,0
2859,weekday flights from san francisco to denver,Flight.,0
2860,give me the cheapest one way flights between boston and philadelphia which arrive after noon on a tuesday,Flight.,0
2861,show me the flights from boston to pittsburgh next wednesday night after 6 o'clock,Flight.,0
2862,show me all flights from philadelphia to baltimore,Flight.,0
2863,show me all flights from boston to denver which arrive in denver wednesday before 6,Flight.,0
2864,i would like a flight that leaves on friday from philadelphia to dallas that makes a stop in atlanta,Flight.,0
2865,phoenix to newark on wednesday,Flight.,0
2866,ground transportation for st. paul,Ground Service.,4
2867,is there a flight from atlanta to san francisco on november seventh at noon,Flight.,0
2868,find me the earliest flight from boston to atlanta and the latest return from atlanta to boston within the same day,Flight.,0
2869,what is fare code h,Abbreviation.,8
2870,what is the meaning of meal code s,Abbreviation.,8
2871,what does the fare code qx mean,Abbreviation.,8
2872,how many fares are there one way from tacoma to montreal,Quantity.,10
2873,does continental airlines fly from pittsburgh to atlanta,Flight.,0
2874,all flights and fares from atlanta to dallas round trip after 12 pm less than 1100 dollars,Flight+airfare.,14
2875,what type of aircraft leaving philadelphia to dallas,Aircraft.,3
2876,what flights are available on sunday to pittsburgh from san francisco,Flight.,0
2877,are there delta flights leaving denver,Flight.,0
2878,please list ground transportation in atlanta,Ground Service.,4
2879,what ground transportation is available in san francisco,Ground Service.,4
2880,show me all the direct flights from baltimore to atlanta,Flight.,0
2881,i would like to fly from pittsburgh to san francisco,Flight.,0
2882,i 'm looking for a flight from pittsburgh to san francisco,Flight.,0
2883,list all flights on continental leaving denver,Flight.,0
2884,i would like to fly from atlanta to boston arriving in boston at 5 pm,Flight.,0
2885,do you have a flight from boston to fort worth,Flight.,0
2886,show me the united airlines flights from denver to baltimore leaving on june fourteenth,Flight.,0
2887,show me flights from san francisco to seattle,Flight.,0
2888,what flights are there between washington dc and san francisco after 6 pm on wednesday,Flight.,0
2889,find the flights that leave philadelphia and arrive in dallas by noon,Flight.,0
2890,information on flights from baltimore to philadelphia,Flight.,0
2891,what is restriction ap 57,Abbreviation.,8
2892,i need your help with information on ground transportation from the airport in philadelphia to downtown,Ground Service.,4
2893,list flights leaving denver and arriving in orlando on saturday departing after 12 pm,Flight.,0
2894,please list all flights between boston and san francisco nonstop,Flight.,0
2895,the most expensive flight between boston and philadelphia,Flight.,0
2896,does midwest express have any flights from montreal to detroit,Flight.,0
2897,list all flights from denver to philadelphia,Flight.,0
2898,find travel arrangements for a one way flight from san francisco to dallas,Flight.,0
2899,what is fare code c,Abbreviation.,8
2900,flight from ontario to orlando that departs 9 hours before arriving,Flight.,0
2901,american flights to houston from cincinnati,Flight.,0
2902,show me one way flights from milwaukee to orlando,Flight.,0
2903,i want the flights from denver to pittsburgh,Flight.,0
2904,in the month of december are there any flights from atlanta to denver that stop in boston,Flight.,0
2905,what is the available ground transportation between san francisco and downtown,Ground Service.,4
2906,from atlanta to washington dc,Flight.,0
2907,i need a flight from indianapolis to houston on twa,Flight.,0
2908,flights from ontario to florida,Flight.,0
2909,okay i 've got somebody else who wants to take a round trip ticket from charlotte to montreal,Airfare.,2
2910,flight from cleveland to nashville,Flight.,0
2911,how can i get from the denver airport to downtown,Flight.,0
2912,what airline uses the code hp,Airline.,6
2913,please show me airlines with round trip flights from boston to denver stop philadelphia,Airline.,6
2914,show me the flights from baltimore to pittsburgh,Flight.,0
2915,which airlines have flights between charlotte and newark,Airline.,6
2916,is there an airport limousine at the atlanta airport,Ground Service.,4
2917,give me the flights from denver to baltimore on united airlines,Flight.,0
2918,show me flights monday night after 8 pm for dallas to boston,Flight.,0
2919,what is the ground transportation available in boston,Ground Service.,4
2920,is there a flight on eastern airlines from boston to denver,Flight.,0
2921,show me morning flights from toronto,Flight.,0
2922,what is the airfare from pittsburgh to atlanta,Airfare.,2
2923,list flights from pittsburgh to baltimore,Flight.,0
2924,i want to fly dallas to san francisco on monday july eighth,Flight.,0
2925,phoenix to denver,Flight.,0
2926,i am interested in booking an early flight from dallas into houston and returning in the late evening,Flight.,0
2927,show me the flights from dallas to baltimore at economy level,Flight.,0
2928,what airlines leave from washington,Airline.,6
2929,list the number of flights arriving in dallas fort worth from boston before noon,Flight No.,12
2930,i need to fly from dallas to san francisco and be in san francisco by 4 pm,Flight.,0
2931,show me the cities served by canadian airlines international,City.,11
2932,please list the cheapest flights from dallas to baltimore arriving on may seventh,Flight.,0
2933,what flights are there from pittsburgh to dallas on wednesday morning,Flight.,0
2934,how many flights does american airlines have with a class of service code f,Quantity.,10
2935,show flights first class on american airlines between dallas and philadelphia,Flight.,0
2936,on november twenty third what flights go from atlanta to denver on delta airlines,Flight.,0
2937,explain the fare code q,Abbreviation.,8
2938,i would like a nonstop flight between pittsburgh and philadelphia leaving in the afternoon and arriving in the vicinity of 5 pm,Flight.,0
2939,how many flights does twa have with business class,Quantity.,10
2940,show me the flights leaving from atlanta for washington dc on thursday morning,Flight.,0
2941,how many cities are served by eastern with first class flights,Quantity.,10
2942,show me the flights from baltimore to oakland,Flight.,0
2943,how many cities are served by american airline with first class flights,Quantity.,10
2944,what are the rental car rates in dallas,Ground Fare.,9
2945,how much will it cost taking coach from orlando to indianapolis on december twenty ninth flying us air 311,Airfare.,2
2946,what is the ground transportation available in fort worth,Ground Service.,4
2947,find a flight from long beach to st. louis stopping in dallas,Flight.,0
2948,what is mia,Abbreviation.,8
2949,what about the flights from boston to la,Flight.,0
2950,ground transportation baltimore,Ground Service.,4
2951,i 'd like to find a flight between dallas and philadelphia,Flight.,0
2952,instead of denver can i have the same flight from toronto to san diego but stopping in dallas fort worth,Flight.,0
2953,what are the flights from orlando to cleveland on us air that arrive around 10 pm,Flight.,0
2954,again i will repeat i want to make a one way flight from boston to atlanta will you tell me how much the fares are i would like the cheapest fare,Flight+airfare.,14
2955,round trip fares from baltimore to philadelphia under 1000 dollars,Airfare.,2
2956,i 'd like to see flights from baltimore to atlanta that arrive before noon,Flight.,0
2957,is there a united flight from baltimore to san francisco on the morning of august twenty seventh,Flight.,0
2958,what is the abbreviation for canadian airlines international,Abbreviation.,8
2959,what flights leave pittsburgh after 5 pm on thursday and arrive in los angeles,Flight.,0
2960,i 'd like a flight tomorrow from san diego to toronto,Flight.,0
2961,what airlines fly into salt lake city,Airline.,6
2962,i need a flight from boston to denver,Flight.,0
2963,requesting flight information for flight from boston to baltimore on tuesday,Flight.,0
2964,show me flights from atlanta to washington please,Flight.,0
2965,what flights from washington dc to toronto,Flight.,0
2966,what about a flight from boston to san francisco stopping in denver,Flight.,0
2967,show me the flights from san diego to newark new jersey,Flight.,0
2968,show me the cheapest fare from baltimore to dallas,Airfare.,2
2969,show me flights from dallas to pittsburgh,Flight.,0
2970,what are the cheapest fares for flights from newark to la leaving wednesday after 3 pm,Airfare.,2
2971,do you have a 747 that flies from san francisco to baltimore,Flight.,0
2972,show me all flights from montreal,Flight.,0
2973,list types of planes that fly between pittsburgh and baltimore,Aircraft.,3
2974,are there any flights between philadelphia and denver,Flight.,0
2975,train to newark,Ground Service.,4
2976,what flights from atlanta to toronto,Flight.,0
2977,list the earliest flights from st. paul to houston,Flight.,0
2978,i 'd like to fly from boston to san francisco,Flight.,0
2979,show me some information on making a reservation from philadelphia to denver on sunday,Flight.,0
2980,list all united flights from boston to san francisco with fare code qx,Flight.,0
2981,leave flight from boston to atlanta leave boston approximately 1 pm,Flight.,0
2982,i 'd like the cheapest one way fare from boston to atlanta please,Airfare.,2
2983,give me flights that arrive in baltimore from denver,Flight.,0
2984,when does continental fly from philadelphia to denver on sundays,Flight Time.,1
2985,what flights from philadelphia to atlanta,Flight.,0
2986,what does dfw mean,Abbreviation.,8
2987,what time are the flights from baltimore to san francisco,Flight Time.,1
2988,what flights are available tomorrow from denver to philadelphia,Flight.,0
2989,what is sa,Abbreviation.,8
2990,show me the flights from dallas to atlanta,Flight.,0
2991,show me all flights from denver to san francisco next wednesday which leave after noon,Flight.,0
2992,i would like flights between boston and atlanta on july eleven departing at one in the afternoon,Flight.,0
2993,list all flights leaving denver on continental on sunday,Flight.,0
2994,show me flights from baltimore to philadelphia,Flight.,0
2995,show me flights from denver to philadelphia,Flight.,0
2996,is there ground transportation from the boston airport to downtown boston,Ground Service.,4
2997,what are your flights from denver to baltimore,Flight.,0
2998,please list all flights leaving on thursday morning from new york city to toronto,Flight.,0
2999,please list the cheapest flight from dallas to baltimore arriving on may seventh,Flight.,0
3000,please list the flights taking off and landing on general mitchell international airport,Flight.,0
3001,i need a flight from denver to pittsburgh on july seventh that leaves in the afternoon,Flight.,0
3002,i 'm traveling from boston to atlanta and i 'd like to go sometime after 5 pm but i want to know what kind of airplane it 's on,Aircraft.,3
3003,show me the flights from philadelphia to baltimore in the morning,Flight.,0
3004,show me the cheapest flights from san francisco to boston,Flight.,0
3005,show me ground transportation information for dallas fort worth,Ground Service.,4
3006,could you tell me if delta flight 296 serves breakfast,Flight.,0
3007,what price is a limousine service to new york 's la guardia,Ground Fare.,9
3008,please list the flights from phoenix to san diego,Flight.,0
3009,what flights leave la guardia for san jose and arrive 10 pm,Flight.,0
3010,what is the seating capacity for the f28,Capacity.,13
3011,i need fare information from denver to pittsburgh,Airfare.,2
3012,please show me airlines with flights from boston to denver,Airline.,6
3013,what flights are available from pittsburgh to boston on wednesday of next week,Flight.,0
3014,can you show me the economy fare flights from baltimore to dallas,Airfare.,2
3015,information on first class round trip from pittsburgh to san francisco,Flight.,0
3016,i would like to see the economy fares for pittsburgh to philadelphia,Airfare.,2
3017,what are the flights from las vegas to burbank on saturday may twenty two,Flight.,0
3018,list all flights on continental from denver to chicago which depart after 934 pm,Flight.,0
3019,show me flights denver to washington on wednesday,Flight.,0
3020,list all flights from boston to san francisco with more than 3 stops,Flight.,0
3021,what is the cost of united airlines flight 415 from chicago to kansas city thursday night,Airfare.,2
3022,please give me the flight times the morning on united airlines for september twentieth from philadelphia to san francisco,Flight Time.,1
3023,continental airlines on saturday from chicago to seattle,Flight.,0
3024,i would like a flight from boston to san francisco on august seventeenth,Flight.,0
3025,what flights from kansas city to chicago next wednesday arrive at chicago at about 7 pm,Flight.,0
3026,give me a flight from philadelphia to denver on sunday,Flight.,0
3027,all flights from sfo to long beach,Flight.,0
3028,show me flights from pittsburgh to los angeles thursday evening,Flight.,0
3029,looking for a flight to salt lake city,Flight.,0
3030,please list all flights from philadelphia to boston,Flight.,0
3031,what is the earliest breakfast flight from philadelphia to fort worth,Flight.,0
3032,what is the aircraft type with the greatest seating capacity,Aircraft.,3
3033,i would like to know what type of aircraft will be used on the morning of july seventh from atlanta to boston,Aircraft.,3
3034,show me all the flights from denver to las vegas,Flight.,0
3035,list all nonstop flights on tuesday before noon from charlotte to baltimore,Flight.,0
3036,flying from pittsburgh to philadelphia on us air,Flight.,0
3037,i want a flight that leaves thursday around 7 pm from chicago to kansas city,Flight.,0
3038,what type of airplane is an m80,Aircraft.,3
3039,show me the flights from baltimore to atlanta,Flight.,0
3040,also show me all flights from oakland to denver,Flight.,0
3041,what 's the schedule of flights from atlanta to boston on august first,Flight Time.,1
3042,give me a list of the morning flights from atlanta to boston,Flight.,0
3043,please list the flights from denver to phoenix,Flight.,0
3044,show me prices and times for first class travel from baltimore to dallas next summer,Airfare.,2
3045,show the flights from milwaukee to orlando on a thursday morning,Flight.,0
3046,show me flights between memphis and las vegas on sunday,Flight.,0
3047,what are the cost of morning flights from atlanta to baltimore,Airfare.,2
3048,what airlines are there,Airline.,6
3049,what flights leave san francisco on monday night and arrive at atlanta later in the evening,Flight.,0
3050,show me the last flight from denver to boston,Flight.,0
3051,can you tell me the afternoon nonstop flights departing from atlanta to boston,Flight.,0
3052,show me one way flights from tampa to st. louis departing before 10 am,Flight.,0
3053,show me the first class flights from denver to baltimore,Flight.,0
3054,what flights go from denver to san francisco,Flight.,0
3055,what is the coach economy class night service from boston to san francisco,Flight.,0
3056,which flights go from philadelphia to san francisco,Flight.,0
3057,what are the flights for united airlines on september twentieth in the morning,Flight.,0
3058,i want a flight on twa from boston to san francisco,Flight.,0
3059,please show me flights from philadelphia to baltimore between 10 am and 2 pm,Flight.,0
3060,also show me the first flight from atlanta to denver on a thursday,Flight.,0
3061,what is the earliest flight that i can get from bwi to boston logan,Flight.,0
3062,now i need a flight from detroit to san diego leaving tuesday evening,Flight.,0
3063,is breakfast served on flight ua 343 from boston to denver coach class,Flight.,0
3064,list the cheapest flight from charlotte to memphis,Flight.,0
3065,can you list the latest flights from oakland to salt lake city on wednesday,Flight.,0
3066,i want a flight on continental from boston to san francisco,Flight.,0
3067,i 'd like to go from boston to san francisco stopping in pittsburgh,Flight.,0
3068,find the earliest breakfast flight from boston to oakland,Flight.,0
3069,what is the total schedule for delta 's flights to all airports,Flight Time.,1
3070,what is the cheapest flight flying from boston to atlanta before 8,Flight.,0
3071,show me the earliest flight on thursday from atlanta to washington,Flight.,0
3072,what is the most expensive flight from dallas to baltimore,Flight.,0
3073,is there a flight from pittsburgh to baltimore that arrives between 6 and 7 pm,Flight.,0
3074,what is the earliest flight from boston to washington,Flight.,0
3075,what are the coach fares for flights from charlotte to newark tuesday evening,Airfare.,2
3076,what is the name of the airport at denver,Airport.,5
3077,what 's the cheapest flight from atlanta to baltimore,Flight.,0
3078,give me flights that arrive in baltimore from atlanta,Flight.,0
3079,flight from dallas to oakland california on monday,Flight.,0
3080,how expensive is the san francisco limousine service,Ground Fare.,9
3081,i would like a flight from baltimore to san francisco on twa with a stop in denver,Flight.,0
3082,i would like the cheapest one way fare from dallas to denver,Airfare.,2
3083,list the flights between san jose and houston,Flight.,0
3084,what flights from kansas city to denver,Flight.,0
3085,show me fares from dallas to baltimore that cost less than 300 dollars,Airfare.,2
3086,how much does flight ua 281 from boston to denver cost,Airfare.,2
3087,show me flights from atlanta to baltimore,Flight.,0
3088,what does lax stand for,Abbreviation.,8
3089,list flights from san jose to houston next sunday,Flight.,0
3090,show me the least expensive flight from miami to new york on a sunday with first class fare,Flight.,0
3091,ground transportation in las vegas,Ground Service.,4
3092,i want to fly boston to san francisco,Flight.,0
3093,show me flights from san francisco to denver,Flight.,0
3094,what is the earliest flight from boston to denver,Flight.,0
3095,i would like an early morning flight from chicago into seattle on continental airlines,Flight.,0
3096,give me a flight from tampa to charlotte on sunday,Flight.,0
3097,what does nw stand for,Abbreviation.,8
3098,show me the flights from boston to pittsburgh on wednesday or thursday,Flight.,0
3099,i need to fly from pittsburgh to oakland and depart in the afternoon,Flight.,0
3100,i want a flight from atlanta to washington that leaves after 3 pm,Flight.,0
3101,i need information on flights leaving dallas arriving in boston leaving dallas early in the morning,Flight.,0
3102,list flights between oakland and san francisco,Flight.,0
3103,show me the one way flights from detroit to westchester county,Flight.,0
3104,flight between st. petersburg and charlotte,Flight.,0
3105,show me all flights that arrive in philadelphia from baltimore denver or pittsburgh,Flight.,0
3106,i need information on ground transportation from the airport in atlanta,Ground Service.,4
3107,show me flights from anywhere to philadelphia arriving after 2100,Flight.,0
3108,show me the flights from boston to philadelphia,Flight.,0
3109,i would like the time your earliest flight from washington to philadelphia,Flight Time.,1
3110,flights from oakland to san francisco on january twenty first 1992,Flight.,0
3111,what are the cheapest one way flights from atlanta to pittsburgh,Flight.,0
3112,show me all the flights that arrive in baltimore in the evening,Flight.,0
3113,what are the flights from boston to denver on tuesday october fifteenth,Flight.,0
3114,what does fare code y mean,Abbreviation.,8
3115,i want to fly from boston to san francisco,Flight.,0
3116,i would like a nonstop flight from new york to las vegas on march second,Flight.,0
3117,what is the cost of limousine service in philadelphia,Ground Fare.,9
3118,i need a flight from newark to los angeles leaving tomorrow evening,Flight.,0
3119,i 'd like to fly round trip from boston to pittsburgh,Flight.,0
3120,show me all the flights that go from baltimore to seattle,Flight.,0
3121,i 'd like the first flight in the morning from boston to washington,Flight.,0
3122,how far is it from salt lake city airport to salt lake city,Distance.,7
3123,what is airline nw,Airline.,6
3124,what is dl,Abbreviation.,8
3125,show me all flights from atlanta to denver which leave after 5 o'clock pm the day after tomorrow,Flight.,0
3126,can you show me the price of a flight to washington from atlanta on thursday morning,Airfare.,2
3127,please show me the return flights from miami to new york,Flight.,0
3128,what is the first flight arriving in montreal from toronto friday,Flight.,0
3129,what is the least expensive one way fare between philadelphia and boston,Airfare.,2
3130,what are the flights from baltimore to dallas on sunday night,Flight.,0
3131,may i have a listing of flights from minneapolis to long beach california on tuesday,Flight.,0
3132,what flights from st. paul to kansas city on friday with lunch served,Flight.,0
3133,i would like to fly to san francisco from washington dc,Flight.,0
3134,i need a flight from long beach to st. louis stopping in dallas the flight should also serve lunch,Flight.,0
3135,how long does it take to get from denver to oakland,Distance.,7
3136,what is the fare from atlanta to boston on coach one way,Airfare.,2
3137,show me all flights from san francisco to boston philadelphia or baltimore,Flight.,0
3138,which flights leaving baltimore to dallas on monday afternoon have economic class,Flight.,0
3139,list flights from atlanta to boston on wednesday afternoon and thursday morning,Flight.,0
3140,what is the smallest aircraft available to fly on from pittsburgh to baltimore,Aircraft.,3
3141,what airline is ea,Airline.,6
3142,what is the last flight from dallas to boston in the evening,Flight.,0
3143,i would like information on a flight between washington and san francisco with a stopover in dallas,Flight.,0
3144,what is fare code f,Abbreviation.,8
3145,show me the flights arriving at love field from other airports,Flight.,0
3146,i need a flight from logan to atlanta this afternoon,Flight.,0
3147,flights that go from oakland to philadelphia on friday,Flight.,0
3148,what is the distance from san francisco international airport to san francisco,Distance.,7
3149,tell me about flights leaving from atlanta and going to charlotte north carolina next monday i need to know about flights that arrive in charlotte between 415 and 530 pm,Flight.,0
3150,i 'd like to fly between boston and san francisco,Flight.,0
3151,what flights from atlanta to toronto,Flight.,0
3152,i 'd like to go from boston to san francisco with a stop in dallas,Flight.,0
3153,show me all flights from san diego to miami with a stop in denver,Flight.,0
3154,i 'm flying from boston to the bay area,Flight.,0
3155,show all flights and fares from denver to san francisco,Flight+airfare.,14
3156,is there an afternoon flight from charlotte to minneapolis around 2 pm,Flight.,0
3157,show me the continental flights leaving chicago early saturday morning,Flight.,0
3158,what is the earliest flight between logan and bwi,Flight.,0
3159,what is the ground transportation between airport and baltimore,Ground Service.,4
3160,show flights from pittsburgh into san francisco,Flight.,0
3161,information on flights from denver to philadelphia,Flight.,0
3162,what is the earliest american airlines flight leaving philadelphia for dallas,Flight.,0
3163,does any airline have an early afternoon flight from boston to pittsburgh,Airline.,6
3164,display all flights from dallas to boston on july thirtieth,Flight.,0
3165,list nonstop flights from houston to dallas which arrive after 8 pm,Flight.,0
3166,i need to go to san diego from toronto but i want to stopover in denver,Flight.,0
3167,show me the morning flights from boston to philadelphia,Flight.,0
3168,an early flight on wednesday morning from baltimore to newark,Flight.,0
3169,what flights are there from memphis to las vegas,Flight.,0
3170,what flights from washington to toronto,Flight.,0
3171,find a flight from charlotte to las vegas that stop in st. louis that serve dinner and i want to find the airline for this flight,Flight.,0
3172,what 's the earliest flight from san jose to houston,Flight.,0
3173,how much does flight dl 402 from denver to philadelphia cost,Airfare.,2
3174,what is the last flight of the day to leave baltimore for boston,Flight.,0
3175,show me airlines with flights from pittsburgh to boston please,Airline.,6
3176,first class from detroit to st. petersburg,Flight.,0
3177,i want to go from san francisco to denver,Flight.,0
3178,find the earliest flight from boston to san francisco that serves a meal,Flight.,0
3179,find travel arrangements for a round trip flight from dallas to pittsburgh,Flight.,0
3180,show me flights from milwaukee to orlando on wednesday night or thursday morning,Flight.,0
3181,does dl stand for delta,Abbreviation.,8
3182,list all flights leaving denver on continental on sunday after 2134,Flight.,0
3183,listing of all first class flights from washington to san francisco,Flight.,0
3184,give me nonstop flights from new york city to las vegas,Flight.,0
3185,i 'd like to book a flight from denver to pittsburgh and i 'd like to go on eastern airlines,Flight.,0
3186,show me the flights on friday from newark to tampa,Flight.,0
3187,flights from pittsburgh to baltimore between 10 am and 2 pm,Flight.,0
3188,what is the schedule of flights from boston to denver next monday,Flight Time.,1
3189,show me all direct flights from san francisco to boston departing before noon,Flight.,0
3190,what are all the available meals,Meal.,15
3191,show me the cheapest flight on june fourteenth arriving in baltimore starting from dallas,Flight.,0
3192,i need a flight from san francisco to boston that leaves after 7 am,Flight.,0
3193,from philadelphia to toronto,Flight.,0
3194,what is the cheapest fare from washington to san francisco,Airfare.,2
3195,what flights are there from new york city to las vegas,Flight.,0
3196,what is the first flight from boston to atlanta,Flight.,0
3197,please give me flight schedules from baltimore to philadelphia,Flight.,0
3198,what flights from kansas city to denver after 845 in the morning,Flight.,0
3199,what is the ground transportation from boston airport to boston downtown,Ground Service.,4
3200,from los angeles to phoenix on a friday,Flight.,0
3201,dallas to oakland monday,Flight.,0
3202,all flights from boston to washington dc on november eleventh,Flight.,0
3203,could you please find me a nonstop flight from atlanta to baltimore on a boeing 757 arriving at 7 pm,Flight.,0
3204,what are the flights available in the morning between boston and denver,Flight.,0
3205,ground transportation in dallas and boston,Ground Service.,4
3206,what flights are available from atlanta to oakland with one way economy fares,Flight.,0
3207,do you have a flight from atlanta to boston that will stop in washington,Flight.,0
3208,i live in denver and i 'd like to make a trip to atlanta,Flight.,0
3209,show me the united flights from denver to baltimore,Flight.,0
3210,is bwi washington,City.,11
3211,list the flights from new york to miami on a tuesday which are nonstop and cost less than 466 dollars,Flight.,0
3212,i would like to fly from denver to boston,Flight.,0
3213,what flights do you have leaving denver and arriving in san francisco,Flight.,0
3214,what airlines fly from philadelphia to san francisco,Airline.,6
3215,i would like a flight on continental airlines on august twentieth from washington to pittsburgh,Flight.,0
3216,show me the dinner flights from baltimore to oakland,Flight.,0
3217,show me the last flight on wednesday from atlanta to denver,Flight.,0
3218,i would like to make a round trip between washington and san francisco,Flight.,0
3219,how much is the cheapest flight from denver to pittsburgh with a stop in atlanta,Airfare.,2
3220,what does ord mean,Abbreviation.,8
3221,what are connecting flights from chicago to seattle on june first,Flight.,0
3222,how about april twenty seventh denver to washington,Flight.,0
3223,what flights go from boston to dallas,Flight.,0
3224,what is sa,Abbreviation.,8
3225,can you show me what fares are available from oakland to dallas on december sixteenth one way only,Airfare.,2
3226,show me the round trip tickets from baltimore to atlanta,Airfare.,2
3227,please show me the flights from denver to baltimore between 10 am and 2 pm,Flight.,0
3228,i need a late flight from san francisco to boston on wednesday,Flight.,0
3229,i 'd like to go from boston to san francisco,Flight.,0
3230,i need a flight from baltimore to dallas tomorrow morning,Flight.,0
3231,what 're the cheapest nonstop flights from new york to miami one way,Flight.,0
3232,list all flights from orlando to kansas city then to minneapolis,Flight.,0
3233,in new york i 'll need to rent a car,Ground Service.,4
3234,i 'd like to know the earliest flight from boston to atlanta,Flight.,0
3235,could you tell me what the earliest flight that goes between atlanta and denver is which serves a meal,Flight.,0
3236,show me the flights from san francisco to boston,Flight.,0
3237,what are the flights from pittsburgh to denver,Flight.,0
3238,show me all flights from pittsburgh to baltimore on thursday,Flight.,0
3239,what time does the flight leave denver going to san francisco on continental airlines,Flight Time.,1
3240,what are the flights available after 3 pm between denver and san francisco,Flight.,0
3241,show me the flights from baltimore to boston,Flight.,0
3242,flights from pittsburgh to newark,Flight.,0
3243,what flight from boston to atlanta arrives earliest in atlanta,Flight.,0
3244,what is the schedule for flights between pittsburgh and boston on the evening of july ninth,Flight Time.,1
3245,i 'd like to fly from boston to oakland through denver,Flight.,0
3246,can you list all flights leaving from st. louis and arriving in milwaukee,Flight.,0
3247,show me flights from atlanta to washington dc leaving on thursday,Flight.,0
3248,show me all flights from san francisco to boston philadelphia or baltimore,Flight.,0
3249,show me the flights arriving at love field,Flight.,0
3250,do you have a night flight from washington to boston on august twenty seventh,Flight.,0
3251,show me all flights from san diego to dulles on boeing 767,Flight.,0
3252,what are the flights from boston to philadelphia,Flight.,0
3253,all round trip flights between new york and miami coach fare,Flight.,0
3254,i 'd like a flight from kansas city to los angeles that arrives in los angeles in the late afternoon,Flight.,0
3255,i 'd like a cheap flight from dallas to baltimore on january first,Flight.,0
3256,round trip fares from denver to philadelphia under 1000 dollars and pittsburgh to philadelphia under 1000 dollars,Airfare.,2
3257,from phoenix to las vegas on saturday,Flight.,0
3258,my destination is san francisco i live in denver i would like a flight on august thirtieth in the morning on any airline that will get me there,Flight.,0
3259,show me the flights on delta from atlanta in the morning,Flight.,0
3260,i would like to fly from denver to pittsburgh,Flight.,0
3261,how can i get from indianapolis to montreal in the evening,Flight.,0
3262,list all arrivals from any airport to baltimore on thursday morning arriving before 9 am,Flight.,0
3263,show me the flights from miami to san diego with one stop in denver,Flight.,0
3264,tell me the last flight from atlanta to philadelphia,Flight.,0
3265,are there any flights between pittsburgh and baltimore using a j31 aircraft,Flight.,0
3266,may i please see airlines and flight numbers from new york to toronto on the same date june seventeenth also arriving in toronto before noon thank you,Airline+flight No.,17
3267,what are the flights from boston to orlando,Flight.,0
3268,i need a flight from baltimore to seattle that stops in minneapolis,Flight.,0
3269,what ground transportation is available in boston,Ground Service.,4
3270,what is the latest return flight from atlanta to boston,Flight.,0
3271,could you tell me about flights from philadelphia to dallas that arrives in the early afternoon,Flight.,0
3272,i need information on flights from kansas city missouri to salt lake city utah i am interested in only those flights on delta airlines,Flight.,0
3273,i would like a flight from oakland to philadelphia at one in the afternoon arriving at 5 pm,Flight.,0
3274,is there a round trip flight from atlanta to dallas via denver,Flight.,0
3275,show me the flights before 8 am on august second from boston to denver on delta,Flight.,0
3276,what flights are there from baltimore to newark,Flight.,0
3277,show me all round trip flights between houston and las vegas,Flight.,0
3278,what flights from pittsburgh to newark after 1020 pm,Flight.,0
3279,how much does it cost to fly from atlanta to san francisco,Airfare.,2
3280,what are the flights from san francisco to denver,Flight.,0
3281,show nonstop flights from new york to miami on a tuesday which cost less than 466 dollars one way,Flight.,0
3282,what is the most expensive flight from boston to dallas round trip,Flight.,0
3283,i need a nonstop flight from atlanta to baltimore arriving between 5 pm and 730 pm,Flight.,0
3284,what is the earliest flight in the morning leaving boston for baltimore,Flight.,0
3285,show me fares less than 400 dollars for flights from dallas to baltimore,Airfare.,2
3286,okay on the following wednesday i 'd like to go from memphis to cincinnati as early as possible,Flight.,0
3287,show me flights going from boston to denver arriving on wednesday morning,Flight.,0
3288,how many cities are served by lufthansa with first class flights,Quantity.,10
3289,show me the flights from all airports to love field,Flight.,0
3290,are there any flights from new york to los angeles which stop over in milwaukee,Flight.,0
3291,show united flights between pittsburgh and baltimore,Flight.,0
3292,find travel arrangements for a one way flight from boston to pittsburgh,Flight.,0
3293,what are flights from boston to st. petersburg,Flight.,0
3294,list flights from phoenix to detroit on wednesday,Flight.,0
3295,where does delta fly to that american doesn 't,Flight.,0
3296,show me fares for flights from minneapolis to seattle on july first 1993,Airfare.,2
3297,show me all fares from new york to miami leaving on a tuesday,Airfare.,2
3298,can i have a list of all the thursday flights from baltimore to atlanta that leave after 1 pm,Flight.,0
3299,can you show me fares for december sixteenth from oakland to dallas one way only,Airfare.,2
3300,show me fares from miami to new york,Airfare.,2
3301,show me one way flights from tampa to st. louis departing before 10 am first class,Flight.,0
3302,what flights are there from los angeles to pittsburgh,Flight.,0
3303,how many first class flights does delta airlines have,Quantity.,10
3304,can you tell me the flights that go from boston to atlanta sometime after 5 pm,Flight.,0
3305,show me the cheapest one way fares from san diego to miami,Airfare.,2
3306,i will need a car at new york,Ground Service.,4
3307,which northwest flights stop in denver before noon,Flight.,0
3308,show me flights from san francisco to pittsburgh on a sunday,Flight.,0
3309,what flights are provided by delta airlines,Flight.,0
3310,what flights leave from nashville to milwaukee,Flight.,0
3311,what is united airlines service between boston and san francisco,Flight.,0
