,utterance,intent,label
606,show me flights from denver to philadelphia,Flight.,0
607,flights from newark to boston,Flight.,0
608,what is the first flight from atlanta to boston leaving on thursday september fifth,Flight.,0
609,all united airlines flights with stopovers in denver,Flight.,0
610,show flights from boston to denver on wednesday morning,Flight.,0
611,show me all the twa flights from indianapolis to houston that arrive around 11 am,Flight.,0
612,show me the direct flights from san francisco to boston,Flight.,0
613,i 'd like to find the cheapest flight from boston to san francisco,Flight.,0
614,show me round trip fares from denver to philadelphia,Airfare.,2
615,i want to go from denver to atlanta round trip and make a stop at pittsburgh is this possible,Flight.,0
616,please tell me which airline has the most departures from atlanta,Airline.,6
617,what are the flights from atlanta to baltimore,Flight.,0
618,show me round trip fares from san jose to salt lake city,Airfare.,2
619,explain the restriction ap 80,Abbreviation.,8
620,show me the flights from salt lake city to milwaukee,Flight.,0
621,show me us air fares for next sunday from miami to cleveland,Airfare.,2
622,list a round trip fare from kansas city to minneapolis flights,Airfare.,2
623,show me flights from pittsburgh to san francisco,Flight.,0
624,show me all flights from baltimore to dallas,Flight.,0
625,can you show me the cheapest round trip flights between denver and pittsburgh,Flight.,0
626,how many passengers fit on a d9s,Capacity.,13
627,i would like a flight from denver to pittsburgh,Flight.,0
628,show me the flights from boston to atlanta,Flight.,0
629,i need a flight from san francisco to boston that leaves after 10 pm,Flight.,0
630,what flights from boston arrive in dallas fort worth before 5 pm,Flight.,0
631,please show me ground transportation in denver,Ground Service.,4
632,find travel arrangements for a round trip flight from boston to pittsburgh,Flight.,0
633,what is the coach fare between boston and atlanta on delta,Airfare.,2
634,list flights from pittsburgh to atlanta on the evening of august sixth,Flight.,0
635,i would like your rates between atlanta and boston on september third,Airfare.,2
636,i would like to fly from boston to denver early in the morning,Flight.,0
637,looking for a flight from denver to salt lake city,Flight.,0
638,show me all the flights from columbus to baltimore,Flight.,0
639,and flight from oakland to boston leaving after midnight,Flight.,0
640,what does the abbreviation dl mean,Abbreviation.,8
641,could i have a list of flights in first class on monday from san francisco to pittsburgh starting at noon and afterwards,Flight.,0
642,i would like to fly from atlanta to philadelphia,Flight.,0
643,what flights from atlanta to st. louis on tuesday arriving around 230 pm,Flight.,0
644,list daily flights from oakland to boston using twa,Flight.,0
645,could you give me the schedule of flights for american and delta to dfw on august fifteenth,Flight Time.,1
646,show me first class flights from new york to miami leaving on a tuesday,Flight.,0
647,please show me airfare of flight us 345 from boston to pittsburgh,Airfare.,2
648,is there a delta flight from boston to san francisco that stops in denver,Flight.,0
649,please list all united flights between pittsburgh and baltimore,Flight.,0
650,find the cheapest one way fare from boston to san francisco,Airfare.,2
651,give me morning flights from atlanta to baltimore,Flight.,0
652,please give me round trip fares from pittsburgh to philadelphia,Airfare.,2
653,i would like information on ground transportation in the city of atlanta from airport to downtown,Ground Service.,4
654,i 'd like to fly from philadelphia to dallas to san francisco,Flight.,0
655,what is the least expensive flight from atlanta to denver leaving on october twelfth,Flight.,0
656,what is the price of american airlines flight 19 from new york to los angeles,Airfare.,2
657,what 's the first flight from dallas to houston,Flight.,0
658,i would like information on flights from san francisco to pittsburgh leaving after 8 pm monday night,Flight.,0
659,what flights go from dallas to denver leaving after 3 pm,Flight.,0
660,what is the fare code y and what is the fare code h,Abbreviation.,8
661,hello i 'd like a delta flight from atlanta to boston,Flight.,0
662,what flights are provided by american airlines,Flight.,0
663,show me the flights from love field to other airports,Flight.,0
664,show me the coach fares from baltimore to dallas,Airfare.,2
665,i want the flights from toronto to san diego that stop in st. louis,Flight.,0
666,saturday or sunday flights between milwaukee and phoenix american airlines,Flight.,0
667,list the cheapest one way flight from miami florida to charlotte north carolina,Flight.,0
668,flights from washington august second,Flight.,0
669,i 'd like to fly from philadelphia to san francisco through dallas,Flight.,0
670,list all flights from atlanta to dallas on friday,Flight.,0
671,houston airports,Airport.,5
672,show me all united flights from denver to san francisco for september first 1991,Flight.,0
673,what is the earliest flight departing san francisco and arriving in oakland on november eighth,Flight.,0
674,from new york to toronto on thursday morning,Flight.,0
675,cheapest flight from miami to indianapolis,Flight.,0
676,which airlines fly from boston to washington dc but stopover in some other city,Airline.,6
677,please list all airline flights between denver and boston,Airline.,6
678,i am interested in a flight from cincinnati to burbank the flight should be american and leave in the afternoon i need to know the aircraft and flight number,Flight.,0
679,flights from oakland to san francisco,Flight.,0
680,list flights from boston to san francisco that serve only breakfast,Flight.,0
681,how many airlines have flights with service class yn,Quantity.,10
682,could you please give me a one way fare from pittsburgh to atlanta,Airfare.,2
683,okay i 'd like to fly from denver to pittsburgh,Flight.,0
684,i 'd like a flight from montreal to san diego for sunday,Flight.,0
685,i need a flight from montreal quebec to san diego california leaving this sunday,Flight.,0
686,give me a list of all the flights from baltimore to philadelphia or denver to philadelphia or pittsburgh to philadelphia,Flight.,0
687,tell me about ground transportation in st. petersburg airport,Ground Service.,4
688,how many united flights are there from san francisco please,Quantity.,10
689,i need a listing of flights from new york city to montreal canada departing thursday in the morning,Flight.,0
690,show me all the flights from philadelphia to newark,Flight.,0
691,how can i go from the san francisco airport to downtown san francisco,Flight.,0
692,i would like to fly from denver to atlanta by way of pittsburgh,Flight.,0
693,give me fares from atlanta to baltimore,Airfare.,2
694,baltimore to philadelphia,Flight.,0
695,give me flights from denver to baltimore,Flight.,0
696,the flight will originate from boston,Flight.,0
697,flights from kansas city to cleveland and price,Flight.,0
698,on tuesday what flights leave phoenix to st. paul minnesota and leave after noon,Flight.,0
699,what is the lowest price fare from atlanta to san francisco on flight delta 82 and delta 139,Airfare.,2
700,list flights from detroit to san diego on thursday,Flight.,0
701,what flights are there from phoenix to milwaukee,Flight.,0
702,what flights go from philadelphia to san francisco with a stopover in dallas,Flight.,0
703,show flights from denver to oakland that arrive after 12 o'clock,Flight.,0
704,find me the earliest flight from boston to atlanta on any day of the week,Flight.,0
705,what is the airfare between denver and pittsburgh,Airfare.,2
706,show me all flights from denver to philadelphia which leave next saturday afternoon,Flight.,0
707,show me flights from atlanta to baltimore denver and dallas,Flight.,0
708,one way,Flight.,0
709,list all flights on saturday from dallas to san francisco nonstop,Flight.,0
710,how many airports does oakland have,Quantity.,10
711,can you give me a list of the flights from atlanta to boston,Flight.,0
712,please give me a list of flights leaving boston going to pittsburgh,Flight.,0
713,repeating leaving denver to san francisco before 10 am what type of aircraft is used,Aircraft.,3
714,what is the earliest flight from washington to atlanta leaving on wednesday september fourth,Flight.,0
715,show me all flights from atlanta to dallas round trip less than 1100 dollars,Flight.,0
716,what flights return from denver to philadelphia on a saturday,Flight.,0
717,flights from dallas to houston in the morning,Flight.,0
718,what are your flights from pittsburgh to baltimore,Flight.,0
719,first flights and fares from pittsburgh to atlanta on a thursday,Flight+airfare.,14
720,the earliest flight from boston to san francisco please that will be serving a meal,Flight.,0
721,what type of aircraft flies from pittsburgh to baltimore,Aircraft.,3
722,show me the cheapest one way tickets from atlanta to dallas,Airfare.,2
723,give me sunday nonstop flights from memphis to las vegas,Flight.,0
724,on the flight from baltimore to san francisco on us air leaving at 420 what type of aircraft is used,Flight.,0
725,i want a evening flight from dallas to milwaukee,Flight.,0
726,let 's look at baltimore to philadelphia again,Flight.,0
727,what are the prices of the flights from dallas to baltimore,Airfare.,2
728,what kind of airplane is flight ua 281 from boston to denver,Aircraft.,3
729,how many first class flights does united have today,Quantity.,10
730,what does ua stand for,Abbreviation.,8
731,can i go from boston to san francisco with a stopover in denver,Flight.,0
732,can you tell me which flight from dallas to baltimore has the least expensive fare,Flight.,0
733,show me the latest flight to love field,Flight.,0
734,what type of plane is an m80,Aircraft.,3
735,what is the earliest flight that i can take from boston to baltimore,Flight.,0
736,list the nonstop flights on wednesday june second from miami to washington arriving in washington between 1115 am and 1245 pm,Flight.,0
737,i would like to fly from st. paul to san jose monday morning from san jose to houston tuesday morning and from houston to st. paul on wednesday morning,Flight.,0
738,what is fare code m,Abbreviation.,8
739,show me ground transportation in baltimore,Ground Service.,4
740,what are all the flights on delta in and out of fort worth,Flight.,0
741,show me all the flights from baltimore to columbus,Flight.,0
742,i want to fly from boston to atlanta i would like the cheapest fare please,Flight.,0
743,would you tell me the cheapest one way fare from boston to oakland,Airfare.,2
744,is there ground transportation from the airport to downtown phoenix,Ground Service.,4
745,does the phoenix airport have ground transportation to and from downtown,Ground Service.,4
746,give me the flights from milwaukee to st. louis leaving sunday morning,Flight.,0
747,what is sa,Abbreviation.,8
748,a flight on continental airlines leaving boston and going to denver,Flight.,0
749,show me all meals on flights from atlanta to washington,Meal.,15
750,saturday flights from las vegas to phoenix,Flight.,0
751,i would like to find the least expensive flight from boston to denver,Flight.,0
752,show me flights arriving in baltimore from pittsburgh between 4 and 5 pm,Flight.,0
753,i need a flight delta airlines kansas city to salt lake,Flight.,0
754,can you list all flights from washington to toronto,Flight.,0
755,show all nonstop flights from boston to san francisco,Flight.,0
756,show flights between toronto and san francisco,Flight.,0
757,show me the flights between boston and san francisco denver and san francisco boston and denver,Flight.,0
758,ground transportation oakland,Ground Service.,4
759,show me all daily flights between milwaukee and orlando,Flight.,0
760,what flights from kansas city to atlanta arriving before 10 am on monday,Flight.,0
761,what flights leave philadelphia for dallas and depart before noon on american airlines,Flight.,0
762,airlines that fly to miami from new york on friday,Airline.,6
763,what flights leave seattle on sunday on continental after 9 pm,Flight.,0
764,what is the earliest flight from washington to san francisco on friday that serves breakfast,Flight.,0
765,what do you have going from atlanta to philadelphia serving breakfast,Flight.,0
766,i 'd like to see flights from pittsburgh to atlanta,Flight.,0
767,what flights are available with q fares from boston to pittsburgh,Flight.,0
768,is there ground transportation from the milwaukee airport to the downtown area,Ground Service.,4
769,flights from pittsburgh to newark,Flight.,0
770,i want to go between boston and san francisco,Flight.,0
771,show departures from atlanta for american,Flight.,0
772,show me the flights available from dallas to baltimore august third,Flight.,0
773,show me fares from philadelphia to san francisco on thursday morning,Airfare.,2
774,please list the flight times from pittsburgh to newark,Flight Time.,1
775,how far is downtown from the airport in dallas,Distance.,7
776,what flights from any city land at general mitchell international,Flight.,0
777,show me ground transportation information for san francisco,Ground Service.,4
778,could you find me the cheapest fare from boston to san francisco,Airfare.,2
779,please list information regarding san francisco airport,Airport.,5
780,show me flights between milwaukee and phoenix on saturday or sunday american airlines,Flight.,0
781,i 'd like a first class flight from denver to baltimore on january first,Flight.,0
782,what 's the name of the denver airport,Airport.,5
783,list all the takeoffs and landings at general mitchell airport,Flight.,0
784,show me the flights arriving around noon in baltimore from denver,Flight.,0
785,on tuesday i 'd like to find a flight from detroit to st. petersburg that arrives before 10 pm,Flight.,0
786,i 'd like a flight tomorrow from kansas city to newark in the morning,Flight.,0
787,list the flights from philadelphia to san francisco which have a layover in dallas,Flight.,0
788,now i need a flight leaving fort worth and arriving in denver no later than 2 pm next monday,Flight.,0
789,flights from san jose to st. paul,Flight.,0
790,i want information on flights from atlanta to washington dc give me information on flights after 4 pm on wednesday,Flight.,0
791,show ground transportation for pittsburgh,Ground Service.,4
792,what is the earliest flight in the morning from boston to pittsburgh,Flight.,0
793,morning flight from atlanta to philadelphia,Flight.,0
794,what are the cheapest flights from pittsburgh to atlanta,Flight.,0
795,show morning flights from san francisco to pittsburgh,Flight.,0
796,what are the first class and coach fares for flights from chicago to kansas city arriving around 7 pm next thursday,Airfare.,2
797,show me all flights from dallas to pittsburgh on monday which leave after 8 o'clock pm,Flight.,0
798,find me the cheapest one way fare i can get from boston to denver,Airfare.,2
799,show me the flights from atlanta to denver on friday,Flight.,0
800,what 's the cheapest flight from san francisco to boston,Flight.,0
801,please list the flight times from boston to pittsburgh,Flight Time.,1
802,is there a flight between washington dc and san francisco on us air at 8 am,Flight.,0
803,show me all flights from pittsburgh which leave tomorrow and arrive in boston,Flight.,0
804,how many seats in a 72s,Capacity.,13
805,what does fn under fare code mean,Abbreviation.,8
806,all am flights departing pittsburgh arriving denver,Flight.,0
807,what flights leave after 7 pm from pittsburgh to philadelphia,Flight.,0
808,show flights from philadelphia to san francisco,Flight.,0
809,what flights leave chicago and arrive in detroit around 6 pm next tuesday,Flight.,0
810,what does it cost to fly from boston to oakland on united airlines,Airfare.,2
811,how much is a flight from washington to montreal,Airfare.,2
812,is there limousine service available at baltimore airport,Ground Service.,4
813,what are the morning flights in the next two days from nashville to tacoma,Flight.,0
814,what is the last flight leaving san francisco going to washington on friday,Flight.,0
815,what are the flights from dallas to san francisco on tuesday october first,Flight.,0
816,does united airlines fly from boston to dallas fort worth,Flight.,0
817,please list the flight schedule from baltimore to san francisco on friday nights,Flight Time.,1
818,flights from cleveland to kansas city on monday,Flight.,0
819,i would like to find a flight that goes from boston to orlando i would like it to have a stop in new york and i would like a flight that serves breakfast,Flight.,0
820,what are the lowest one way fares from atlanta to pittsburgh,Airfare.,2
821,okay and then from pittsburgh i 'd like to travel to atlanta on september fourth,Flight.,0
822,what flights go from pittsburgh to baltimore after 8 o'clock next wednesday,Flight.,0
823,how much does it cost to get downtown from the atlanta airport by limousine,Ground Fare.,9
824,i would like to fly from boston to san francisco,Flight.,0
825,show me the airfare from pittsburgh to san francisco,Airfare.,2
826,are there any flights on june eleventh from st. petersburg to milwaukee,Flight.,0
827,what is hp,Abbreviation.,8
828,show me the type of aircraft that cp uses,Aircraft.,3
829,show me flights from pittsburgh to san francisco on sunday,Flight.,0
830,what type of aircraft does eastern fly from atlanta to denver before 6 pm,Aircraft.,3
831,can you list all flights from chicago to milwaukee,Flight.,0
832,display all flights from denver to san francisco on august seven,Flight.,0
833,what are the most expensive first class tickets between boston and san francisco,Airfare.,2
834,which of the flights from pittsburgh to baltimore on july twenty fifth 1991 carries the smallest number of passengers,Flight.,0
835,show me all the flights to baltimore after 6 o'clock pm,Flight.,0
836,what airlines go from atlanta to baltimore,Airline.,6
837,what does fare code qo mean,Abbreviation.,8
838,show me flights from baltimore to dallas,Flight.,0
839,what does the abbreviation co mean,Abbreviation.,8
840,can you list all flights between milwaukee and chicago,Flight.,0
841,what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars,Restriction.,16
842,last nonstop flight from los angeles to pittsburgh on monday night,Flight.,0
843,what is the earliest flight from boston to san francisco,Flight.,0
844,i would like an early morning flight from chicago into seattle on june first on continental airline,Flight.,0
845,what would be cost of a round trip from pittsburgh to san francisco,Airfare.,2
846,show me the flights from dallas to baltimore,Flight.,0
847,give me the flights from baltimore to pittsburgh,Flight.,0
848,please list the flights from charlotte to long beach arriving after lunch time,Flight.,0
849,what flights are available between philadelphia and denver on september sixteenth,Flight.,0
850,what type of aircraft leaving after 2 pm from boston to oakland,Aircraft.,3
851,i would like the cheapest flight from boston to san francisco,Flight.,0
852,are there any flights from boston to oakland that stop,Flight.,0
853,i would like to find a flight from pittsburgh to boston on wednesday and i have to be in boston by one so i 'd like a flight out of here no later than 11 am,Flight.,0
854,i need information on a flight from washington to fort worth,Flight.,0
855,can you tell me what flights you have from baltimore to dallas,Flight.,0
856,what are the ground transportation services in philadelphia,Ground Service.,4
857,give me flights from baltimore to denver on united that offer first class,Flight.,0
858,does american airlines have a flight from pittsburgh to atlanta,Flight.,0
859,all flights and fares from atlanta to dallas round trip after 12 pm less than 1100 dollars,Flight+airfare.,14
860,list flights from denver to baltimore,Flight.,0
861,i would like a list of the round trip flights between indianapolis and orlando on the twenty seventh or the twenty eighth of december,Flight.,0
862,i need a return flight from denver to atlanta,Flight.,0
863,i 'd like a flight from burbank to tacoma washington,Flight.,0
864,what flights from atlanta to washington,Flight.,0
865,please list all flights from atlanta to baltimore on wednesday and thursday,Flight.,0
866,what is the latest flight between washington and boston,Flight.,0
867,explain the restriction ap 57,Abbreviation.,8
868,the latest flight from baltimore to oakland please and i 'd like a meal with that,Flight.,0
869,what are the flights on january first 1992 from boston to san francisco,Flight.,0
870,on november twenty third what flights are available between boston and denver,Flight.,0
871,list nonstop flights on sunday from new york to las vegas and list nonstop flights on sunday from memphis to las vegas,Flight.,0
872,show me the list of flights from dallas to baltimore on american and delta airlines,Flight.,0
873,what does us stand for,Abbreviation.,8
874,could you show me all weekday flights from phoenix to denver,Flight.,0
875,show me all united airlines first class flights,Flight.,0
876,what is hp,Abbreviation.,8
877,what is the price of a first class ticket from milwaukee to san francisco round trip,Airfare.,2
878,find a flight on delta from philadelphia to san francisco,Flight.,0
879,i 'm trying to find the flight number from a flight from orlando to cleveland on us air and it arrives around 10 pm,Flight No.,12
880,what are the costs of flights from dallas to boston tomorrow,Airfare.,2
881,what flights go from philadelphia to dallas via atlanta,Flight.,0
882,what 's the cheapest round trip fare between boston and washington,Airfare.,2
883,what are the flights between dallas and pittsburgh on july eight,Flight.,0
884,show me flights from milwaukee to orlando on thursday morning,Flight.,0
885,what flights are available from boston to dallas,Flight.,0
886,i want to leave boston at 838,Flight.,0
887,kindly give me the type of aircraft used to fly from atlanta to denver,Aircraft.,3
888,can you show me flights from dallas to atlanta on tuesday night,Flight.,0
889,is there ground transportation from atlanta airport to downtown atlanta,Ground Service.,4
890,are there any limousines or taxi services available at the boston airport,Ground Service.,4
891,on eastern flight 825 flying from atlanta to denver can you tell me what type of aircraft is used on a flight when it leaves at 555,Flight.,0
892,how do i get from the airport to downtown in tacoma,Flight.,0
893,tuesday morning flights between charlotte and baltimore,Flight.,0
894,show me flights from atlanta to washington,Flight.,0
895,show me all flights from atlanta to san francisco which leave atlanta after 5 o'clock pm tomorrow,Flight.,0
896,round trip fares from denver to philadelphia less than 1000 dollars,Airfare.,2
897,i want to fly from milwaukee to orlando on wednesday evening,Flight.,0
898,how many daily us air flights are there between philadelphia and pittsburgh,Quantity.,10
899,show me all the northwest flights from new york to milwaukee that leave at 720 am,Flight.,0
900,how long does it take to get from atlanta airport into the city of atlanta,Distance.,7
901,what 's the cheapest way to fly between atlanta and denver,Flight.,0
902,what are the fares for flights from la to newark leaving monday morning,Airfare.,2
903,give me the list of flights for continental airlines between boston and denver,Flight.,0
904,can i see ground transportation from long beach airport to downtown,Ground Service.,4
905,i want a flight from atlanta to pittsburgh,Flight.,0
906,us 201,Flight.,0
907,what flights are available from pittsburgh to oakland airport,Flight.,0
908,afternoon flight from denver to san francisco,Flight.,0
909,show me all the flights from charlotte to cleveland,Flight.,0
910,show me the flights on twa to atlanta in the morning,Flight.,0
911,do all the flights to oakland land at the same place,Flight.,0
912,show me the flights from st. petersburg to toronto that arrive before noon,Flight.,0
913,how much is a first class ticket from baltimore to san francisco,Airfare.,2
914,please give me all flights from long beach to memphis,Flight.,0
915,i want to fly nonstop from denver to dallas,Flight.,0
916,what is the earliest flight leaving boston on july first to dallas on july first,Flight.,0
917,i 'd like a flight tomorrow evening from nashville to houston that includes dinner for tomorrow,Flight.,0
918,show me the flights from denver to san diego leaving after 5 pm,Flight.,0
919,what flights go from san francisco to washington via indianapolis,Flight.,0
920,can you help me with ground transportation information i need to get from the airport in philadelphia to downtown philadelphia,Ground Service.,4
921,show me the earliest flight on wednesday from baltimore to newark,Flight.,0
922,could you please give me the round trip fare from denver to atlanta,Airfare.,2
923,show sunday flights from seattle to chicago,Flight.,0
924,what flights depart from pittsburgh and arrive in oakland california,Flight.,0
925,flights from houston to los angeles departing after 1026,Flight.,0
926,i would like a flight from pittsburgh to san francisco on august twentieth,Flight.,0
927,show me flights from dallas to atlanta,Flight.,0
928,please give all flights from dallas to oakland california monday,Flight.,0
929,what flights are available wednesday morning from boston to denver,Flight.,0
930,show me the flights from pittsburgh to baltimore arriving in baltimore on june fourteenth,Flight.,0
931,list the morning flights at a 124 dollars from atlanta to boston,Flight.,0
932,show me the flights from denver to philadelphia on a saturday,Flight.,0
933,i need to fly from boston to denver and then to san francisco and back to boston,Flight.,0
934,what is the cheapest flight on american airlines from cleveland to miami,Flight.,0
935,show me flights available from atlanta to baltimore leaving on monday morning,Flight.,0
936,what 's the earliest flight from pittsburgh to baltimore on thursday morning,Flight.,0
937,what ground transportation is available in boston,Ground Service.,4
938,what is the latest flight leaving pittsburgh returning to denver,Flight.,0
939,does lufthansa fly between boston and oakland,Flight.,0
940,show me flights from boston to washington leaving july fifteen,Flight.,0
941,list all the landings at general mitchell international,Flight.,0
942,how many first class flights does delta have today,Quantity.,10
943,are there any nonstop flights from indianapolis to san diego on wednesday may twelfth,Flight.,0
944,what are the flights which depart from san francisco fly to washington via indianapolis and arrive by 9 pm,Flight.,0
945,please list the flights from dallas fort worth to boston on july twenty third,Flight.,0
946,hello i would like to plan a flight on american airlines from boston to denver,Flight.,0
947,what are the two american airlines flights that leave from dallas to san francisco in the evening,Flight.,0
948,what flights do you have from baltimore to san francisco,Flight.,0
949,i 'd like a nonstop flight from indianapolis to san diego that serves dinner what 's available,Flight.,0
950,what times on wednesday could i take a plane from denver to oakland,Flight Time.,1
951,show me ground transportation for boston,Ground Service.,4
952,are there any flights from boston to san francisco which stop in denver,Flight.,0
953,what airlines have business class,Airline.,6
954,please give me all flights from long beach to memphis,Flight.,0
955,flight from denver to dallas fort worth,Flight.,0
956,list flights from san francisco to pittsburgh,Flight.,0
957,i 'd like to know what type of plane flies from boston to dallas fort worth after 530,Aircraft.,3
958,please tell me the times of the flights between boston and baltimore,Flight Time.,1
959,find a flight from philadelphia to san francisco please on delta,Flight.,0
960,what is the cost of a ticket going from denver to boston july twenty fifth 1991,Airfare.,2
961,flight numbers from minneapolis to long beach on june twenty six,Flight No.,12
962,i 'm looking for a flight from oakland to denver with a stopover in dallas fort worth,Flight.,0
963,show me first class airlines from san francisco to pittsburgh on next tuesday first class only,Airline.,6
964,what flights are there on saturdays from philadelphia to denver,Flight.,0
965,i need a flight from denver to washington dc on wednesday,Flight.,0
966,show me the flights from columbus to charlotte,Flight.,0
967,oh let 's see does eastern airline have a flight from atlanta to washington,Flight.,0
968,what is the price of business class from boston to san francisco on twa,Airfare.,2
969,flights from atlanta to dallas in the afternoon,Flight.,0
970,eastern flight 825 from atlanta to denver leaving at 555 what type of aircraft is used on that flight,Flight.,0
971,what are all the flights between san francisco and boston,Flight.,0
972,define airline us,Abbreviation.,8
973,i want to fly philadelphia to san francisco on july eighth,Flight.,0
974,find a flight from boston to washington on monday,Flight.,0
975,give me information on flights from atlanta to washington dc on wednesday after 4 pm and thursday before 9 am,Flight.,0
976,find the flights from boston to san francisco leaving after 6 pm,Flight.,0
977,show me the cheapest fare from dallas to baltimore,Airfare.,2
978,i live in denver and i 'd like to make a trip to pittsburgh,Flight.,0
979,give me flights that arrive in baltimore from atlanta denver and pittsburgh,Flight.,0
980,hello i 'm trying to find a flight that goes from pittsburgh to denver after 2 pm,Flight.,0
981,what airlines fly between boston and san francisco,Airline.,6
982,code ff,Abbreviation.,8
983,what is the earliest flight from boston to san francisco on november seventh,Flight.,0
984,list all flights from boston to san francisco on us air,Flight.,0
985,i would like a list of flights from pittsburgh to dallas,Flight.,0
986,on november twenty third of this year 1991 i 'd like to fly from atlanta to denver and i 'd like to fly on delta,Flight.,0
987,do you have any airlines that would stop at denver on the way from baltimore to san francisco,Airline.,6
988,list all flights from tampa florida to miami that are the cheapest one way,Flight.,0
989,list the nonstop flights on wednesday june second from miami to baltimore arriving in baltimore between 1115 am and 1245 pm,Flight.,0
990,give me flights from san francisco to boston on thursday afternoon,Flight.,0
991,denver to atlanta,Flight.,0
992,what 's the last flight leaving from pittsburgh to oakland,Flight.,0
993,does any airline have an afternoon flight from boston to oakland,Airline.,6
994,do you have a flight from philadelphia to san francisco with a stopover in dallas,Flight.,0
995,i want to make a trip from washington to san francisco,Flight.,0
996,i would like information on flights leaving atlanta in the afternoon arriving in dallas,Flight.,0
997,show me all flights from san diego to new york nonstop,Flight.,0
998,show me all flights with fares from pittsburgh to san francisco,Flight.,0
999,what are the flights from milwaukee to tampa,Flight.,0
1000,list the flights from salt lake city to st. petersburg,Flight.,0
1001,what are the least expensive flights from denver to atlanta,Flight.,0
1002,list united flights from denver to san francisco on tuesdays or wednesdays,Flight.,0
1003,show me the flights on delta or twa which go through atlanta,Flight.,0
1004,is there a flight leaving san francisco to denver,Flight.,0
1005,show flights leaving boston on wednesday morning and arriving in denver,Flight.,0
1006,what airlines fly from boston to atlanta,Airline.,6
1007,cheapest fare from indianapolis to seattle,Airfare.,2
1008,show me all daily flights out of boston that have coach class,Flight.,0
1009,i need an early flight from denver to san francisco please and i would like breakfast served on that,Flight.,0
1010,dallas to baltimore,Flight.,0
1011,may i have a listing of flights on monday from minneapolis to long beach california please,Flight.,0
1012,630 am flight on august twenty seventh from atlanta to dallas,Flight.,0
1013,i need a flight from philadelphia to san francisco next wednesday,Flight.,0
1014,now show me the flights from denver to philadelphia on a saturday,Flight.,0
1015,what is the total seating capacity of all aircraft of american airlines,Capacity.,13
1016,show me all flights from denver to burbank,Flight.,0
1017,show me all flights from san francisco that go to boston baltimore or philadelphia,Flight.,0
1018,please list all the flights from boston to san francisco leaving before 10 am,Flight.,0
1019,shortest flights from nashville to st. petersburg,Flight.,0
1020,what delta flights from cincinnati to new york city arrive at new york city before 6 pm on saturday,Flight.,0
1021,all fares and flights from philadelphia,Airfare.,2
1022,are there any flights from denver to atlanta which connect in pittsburgh,Flight.,0
1023,show me the flights from newark new jersey to ontario international next saturday,Flight.,0
1024,show all nonstop flights from boston to atlanta,Flight.,0
1025,give me the flights from new york to las vegas and memphis to las vegas on sunday,Flight.,0
1026,what does ea mean,Abbreviation.,8
1027,show me the southwest airlines flights from san diego to san francisco,Flight.,0
1028,what is the first class fare for a round trip dallas to denver,Airfare.,2
1029,show me times for coach flights between boston and baltimore on wednesday,Flight Time.,1
1030,what flights leaving pittsburgh arrive in denver and leave after say 6 o'clock at night,Flight.,0
1031,show me the flights from denver to westchester county,Flight.,0
1032,show me the earliest flight on wednesday from baltimore to newark,Flight.,0
1033,find me the earliest flight from boston to atlanta and the latest return to boston on the same day,Flight.,0
1034,what is airline dl,Airline.,6
1035,show me all flights from san francisco to atlanta,Flight.,0
1036,i 'd like to book the cheapest one way flight from denver to pittsburgh on july fifteenth,Flight.,0
1037,what are the flights available in the morning between denver and san francisco,Flight.,0
1038,does delta airlines fly from boston to washington dc,Flight.,0
1039,do you fly a 747 from baltimore to san francisco,Flight.,0
1040,flights from baltimore to dallas,Flight.,0
1041,what do you have tomorrow morning from pittsburgh to atlanta,Flight.,0
1042,i would like some information on the earliest flights you have leaving atlanta arriving in denver,Flight.,0
1043,what flights are there from cleveland to miami on us air that arrive in miami before 4 pm,Flight.,0
1044,i need information on flights leaving philadelphia on friday arriving in oakland california,Flight.,0
1045,what flights are available from denver to san francisco,Flight.,0
1046,i would like a flight from atlanta to dallas on friday that arrives in dallas by 6 pm,Flight.,0
1047,please list the flights for me that leave dallas on tuesday morning and arrive in atlanta,Flight.,0
1048,all flights from baltimore to atlanta between 1 o'clock and 3 o'clock in the afternoon,Flight.,0
1049,round trip fares from baltimore to philadelphia under 1000 dollars,Airfare.,2
1050,show me the flights from philadelphia to dallas that stop in atlanta,Flight.,0
1051,i need to fly from baltimore to dallas on tuesday evening,Flight.,0
1052,flights from newark to cleveland daily 5 o'clock pm,Flight.,0
1053,give me a flight between boston and denver,Flight.,0
1054,show me all flights from san francisco to boston philadelphia or baltimore,Flight.,0
1055,show flights between boston and denver,Flight.,0
1056,what is the latest flight on wednesday going from atlanta to washington dc,Flight.,0
1057,what is the cheapest ticket from baltimore to san francisco on friday august thirtieth,Airfare.,2
1058,i 'd like a ticket from denver to atlanta with a stopover in pittsburgh is this possible,Airfare.,2
1059,i would like a flight on american airlines from baltimore to san francisco with a stop in denver,Flight.,0
1060,what is the fare going one way on november seventh from denver to oakland,Airfare.,2
1061,is there a flight on united airlines from boston to denver,Flight.,0
1062,show me the evening flights from philadelphia to atlanta,Flight.,0
1063,show me ground transportation in philadelphia on monday morning,Ground Service.,4
1064,tell me about flights from toronto to salt lake city,Flight.,0
1065,i would like an american flight from toronto to san diego with a stopover in denver please,Flight.,0
